"","POSTCODE","Suburb","Top country of birth","rang0n4","rang5n9","rang10n14","rang15n19","rang20n24","rang25n44","rang45n64","rang65n69","rang70n74","rang75n79","rang80n84","above85","total","Born overseas, %","Born in non-English speaking country, %","Top country of birth__1","Top country of birth, persons","Top country of birth, %","Children","Adult","Elderly"
"49",3031,"Flemington","Vietnam",7.1,6.1,4.6,4.5,9.7,40.3,17.8,2.5,1.9,2.2,1.7,1.6,7914,41.7,35.4,"Vietnam",896,6.6,17.8,72.3,9.9
"50",3031,"Kensington","China",6.8,4.2,2.9,3,10.1,48.7,17.2,2.5,1.7,1.3,0.9,0.9,10420,34.1,24.4,"China",724,4,13.9,79,7.3
"51",3032,"Ascot Vale","Italy",7.9,5.6,4.3,4,8.5,37,22.5,3,2.4,1.9,1.6,1.3,14416,30.2,23.9,"Italy",826,3.3,17.8,72,10.2
"52",3032,"Travancore","China",3.4,3,1.8,3.9,17.7,47.5,15.6,2.4,2.7,0.9,0.6,0.4,1787,48.1,39.8,"China",278,8.8,8.2,84.7,7
"53",3033,"Keilor East","Italy",5.5,5.5,5.3,5.5,5.6,26.3,23.9,7.2,6.2,4.3,2.6,2.1,14002,31.6,27.9,"Italy",2212,8.8,16.3,61.3,22.4
"54",3034,"Avondale Heights","Italy",4.9,4.8,4.4,5.3,6.2,26,25.1,6.6,6.2,4.9,3.1,2.5,11612,44.6,41.6,"Italy",2548,12,14.1,62.6,23.3
"55",3036,"Keilor","Italy",4.7,5.3,6.6,7.1,7.4,21.1,29.6,5.7,4.5,3.1,2.9,2,5969,24.1,19.7,"Italy",418,3.8,16.6,65.2,18.2
"56",3036,"Keilor North","Italy",5.5,7.7,6.6,6.6,17.6,19.8,31.9,4.4,0,0,0,0,91,39.3,27.4,"Italy",20,12.3,19.8,75.9,4.4
"57",3037,"Sydenham","India",7.4,7.2,6.7,7.4,8.2,34.3,21.8,2.6,1.6,0.9,0.8,1,10969,41.7,37.8,"India",2104,10.8,21.3,71.7,6.9
"58",3037,"Delahey","Vietnam",6,6.9,7.4,9.1,7.6,29.2,25.5,3.5,2,1.2,0.7,0.9,8776,48.8,45.5,"Vietnam",1008,6.4,20.3,71.4,8.3
"59",3037,"Taylors Hill","India",11.6,9.5,7.2,6.4,5.6,38.3,16.2,1.9,1.5,1,0.6,0.2,12700,35.3,32.1,"India",1076,4.7,28.3,66.5,5.2
"60",3038,"Keilor Downs","Vietnam",4.5,5.5,5.5,7.2,9,24.7,30.5,4.8,3.6,2.3,1.3,1.1,10755,42.3,39.3,"Vietnam",876,4.5,15.5,71.4,13.1
"61",3038,"Taylors Lakes","Italy",4.3,6,7.3,9.1,9.5,23.9,31.5,3.2,2,1.3,1.1,0.7,16764,32.4,29.2,"Italy",976,3.1,17.6,74,8.3
"62",3038,"Keilor Lodge","Italy",3.4,6.2,8.1,9.1,8.6,23.1,30.2,5.5,2.4,2.9,0.2,0.2,1845,28.8,25.5,"Italy",118,3.5,17.7,71,11.2
"63",3039,"Moonee Ponds","Italy",6.2,5.2,4.7,4.7,7.7,33.7,23.9,3.5,2.9,2.5,2.3,2.5,14362,26.6,20.6,"Italy",1508,5.8,16.1,70,13.7
"64",3040,"Essendon","India",5.1,5.6,5.7,6.4,7.9,29.9,25.6,3.4,2.7,2.4,2.4,3,19720,23,18.2,"India",1530,4.3,16.4,69.8,13.9
"65",3040,"Aberfeldie","England",4.2,7.3,8,8.3,7.4,24.3,28.8,3.2,2.1,2,2,2.4,3765,16.5,11.9,"England",170,2.5,19.5,68.8,11.7
"66",3040,"Essendon West","Italy",4.3,7,8.3,7.2,7.3,24.8,22.3,5.4,3.4,4.2,3.8,2.1,1452,18.2,13.9,"Italy",76,2.8,19.6,61.6,18.9
"67",3041,"Strathmore","Italy",5.4,7,7.4,8.2,7.5,22.1,28.2,3.5,2.9,2.7,2.4,2.8,8471,16.7,12,"Italy",426,2.7,19.8,66,14.3
"68",3041,"Essendon North","India",5,4.3,6.2,4.8,7.4,33.1,24.6,2.9,3.2,2.7,2.4,3.5,2439,26.2,21.1,"India",218,5.2,15.5,69.9,14.7
"69",3041,"Strathmore Heights","Italy",5.6,7.2,6.1,4.3,5.2,28.2,29.1,6.7,2.9,1.9,2.6,0.2,979,20.9,15.1,"Italy",46,2.5,18.9,66.8,14.3
"70",3042,"Airport West","Italy",6,5,4.3,4.5,6.3,31,22.6,4.6,4.9,4.5,3.8,2.3,7336,28.7,24.8,"Italy",1254,9.5,15.3,64.4,20.1
"71",3042,"Niddrie","Italy",6.9,6.3,5.5,5.7,6.5,28.9,24.6,3.1,3.2,3.4,3.1,2.9,5092,22.1,17.2,"Italy",334,3.6,18.7,65.7,15.7
"72",3042,"Keilor Park","Italy",5.3,4.3,4.8,5.5,5.4,26.3,25.5,9.6,5.8,3.7,2.2,1.5,2614,34.9,31.7,"Italy",758,15.3,14.4,62.7,22.8
