POSTCODE,year,occurence
3198,2013,"1,842"
3199,2013,"8,988"
3200,2013,840
3201,2013,"1,623"
3202,2013,95
3204,2013,"1,004"
3205,2013,"2,036"
3206,2013,649
3207,2013,"1,699"
3211,2013,82
3212,2013,771
3213,2013,71
3214,2013,"3,687"
3215,2013,"1,580"
3216,2013,"2,759"
3217,2013,34
3218,2013,888
3219,2013,"1,910"
3220,2013,"3,566"
3221,2013,498
3222,2013,387
3223,2013,345
3224,2013,287
3225,2013,120
3226,2013,321
3227,2013,152
3228,2013,607
3230,2013,98
3231,2013,41
3232,2013,200
3233,2013,152
3235,2013,10
3236,2013,6
3237,2013,4
3238,2013,16
3239,2013,25
3240,2013,65
3241,2013,224
3242,2013,33
3243,2013,5
3249,2013,111
3250,2013,"1,218"
3251,2013,10
3254,2013,14
3260,2013,211
3264,2013,152
3265,2013,86
3266,2013,105
3267,2013,4
3268,2013,53
3269,2013,21
3270,2013,8
3271,2013,19
3272,2013,97
3273,2013,5
3274,2013,10
3275,2013,16
3276,2013,3
3277,2013,70
3278,2013,4
3279,2013,7
3280,2013,"2,618"
3281,2013,4
3282,2013,82
3283,2013,39
3284,2013,191
3285,2013,32
3286,2013,19
3287,2013,6
3289,2013,37
3292,2013,17
3293,2013,6
3294,2013,13
3300,2013,898
3301,2013,16
3302,2013,21
3303,2013,21
3304,2013,162
3305,2013,"1,220"
3309,2013,3
3310,2013,13
3311,2013,108
3312,2013,23
3314,2013,10
3315,2013,74
3317,2013,10
3318,2013,62
3319,2013,11
3321,2013,26
3322,2013,6
3323,2013,5
3324,2013,39
3325,2013,8
3328,2013,20
3329,2013,8
3330,2013,10
3331,2013,127
3332,2013,14
3333,2013,42
3334,2013,22
3335,2013,405
3337,2013,"4,055"
3338,2013,"1,400"
3340,2013,"1,293"
3341,2013,30
3342,2013,243
3345,2013,72
3350,2013,"6,441"
3351,2013,210
3352,2013,560
3354,2013,7
3355,2013,"1,628"
3356,2013,"1,340"
3357,2013,75
3360,2013,34
3361,2013,21
3363,2013,174
3364,2013,70
3370,2013,52
3371,2013,57
3373,2013,169
3375,2013,11
3377,2013,"1,004"
3378,2013,1
3379,2013,19
3380,2013,576
3381,2013,70
3384,2013,25
3385,2013,4
3387,2013,4
3388,2013,15
3390,2013,42
3391,2013,3
3392,2013,7
3393,2013,133
3395,2013,16
3396,2013,10
3399,2013,7
3400,2013,"1,807"
3401,2013,138
3407,2013,8
3409,2013,17
3412,2013,8
3413,2013,7
3414,2013,61
3415,2013,9
3418,2013,98
3419,2013,37
3420,2013,4
3422,2013,2
3423,2013,43
3424,2013,72
3427,2013,180
3428,2013,64
3429,2013,"2,308"
3430,2013,19
3431,2013,110
3432,2013,11
3433,2013,6
3434,2013,237
3435,2013,97
3437,2013,366
3438,2013,42
3440,2013,68
3441,2013,26
3442,2013,257
3444,2013,688
3446,2013,157
3447,2013,34
3448,2013,51
3450,2013,554
3451,2013,129
3453,2013,111
3458,2013,65
3460,2013,170
3461,2013,94
3462,2013,24
3463,2013,80
3464,2013,54
3465,2013,872
3467,2013,60
3468,2013,36
3469,2013,18
3472,2013,63
3475,2013,19
3477,2013,7
3478,2013,241
3480,2013,64
3482,2013,14
3483,2013,17
3485,2013,0
3487,2013,6
3488,2013,1
3489,2013,10
3490,2013,63
3491,2013,1
3494,2013,46
3496,2013,344
3498,2013,203
3500,2013,"4,719"
3501,2013,55
3505,2013,323
3506,2013,4
3507,2013,2
3509,2013,8
3512,2013,6
3515,2013,43
3516,2013,258
3517,2013,86
3518,2013,57
3520,2013,11
3521,2013,57
3522,2013,40
3523,2013,248
3525,2013,33
3527,2013,45
3529,2013,0
3530,2013,3
3531,2013,6
3533,2013,17
3537,2013,25
3539,2013,16
3540,2013,35
3542,2013,3
3544,2013,18
3546,2013,57
3549,2013,324
3550,2013,"4,573"
3551,2013,674
3555,2013,"1,392"
3556,2013,"1,286"
3557,2013,47
3558,2013,54
3559,2013,30
3561,2013,172
3562,2013,17
3563,2013,22
3564,2013,"1,649"
3565,2013,6
3566,2013,24
3567,2013,11
3568,2013,106
3570,2013,27
3571,2013,25
3572,2013,12
3573,2013,18
3575,2013,32
3576,2013,1
3578,2013,2
3579,2013,363
3580,2013,34
3581,2013,18
3583,2013,9
3584,2013,47
3585,2013,"1,320"
3586,2013,25
3588,2013,1
3589,2013,22
3590,2013,11
3591,2013,3
3594,2013,21
3595,2013,47
3596,2013,7
3597,2013,18
3599,2013,3
3607,2013,5
3608,2013,123
3610,2013,181
3612,2013,141
3614,2013,35
3616,2013,276
3617,2013,8
3618,2013,27
3620,2013,503
3621,2013,78
3622,2013,11
3623,2013,40
3624,2013,15
3629,2013,"1,071"
3630,2013,"4,865"
3631,2013,354
3633,2013,12
3634,2013,33
3635,2013,15
3636,2013,247
3637,2013,14
3638,2013,89
3639,2013,52
3640,2013,41
3641,2013,42
3644,2013,572
3646,2013,43
3647,2013,2
3649,2013,26
3658,2013,283
3659,2013,44
3660,2013,898
3662,2013,94
3663,2013,10
3664,2013,87
3665,2013,23
3666,2013,215
3669,2013,46
3670,2013,25
3672,2013,"1,071"
3673,2013,21
3675,2013,88
3677,2013,"2,150"
3678,2013,80
3682,2013,91
3683,2013,71
3685,2013,86
3687,2013,27
3688,2013,69
3690,2013,"2,930"
3691,2013,184
3695,2013,9
3697,2013,13
3698,2013,6
3699,2013,50
3700,2013,79
3701,2013,31
3704,2013,2
3705,2013,3
3707,2013,102
3708,2013,0
3709,2013,11
3711,2013,35
3712,2013,16
3713,2013,86
3714,2013,181
3715,2013,16
3717,2013,148
3718,2013,10
3719,2013,19
3720,2013,44
3722,2013,320
3723,2013,116
3724,2013,0
3725,2013,14
3726,2013,19
3727,2013,10
3728,2013,26
3730,2013,297
3732,2013,10
3733,2013,8
3735,2013,9
3737,2013,221
3738,2013,5
3739,2013,4
3740,2013,87
3741,2013,167
3744,2013,10
3746,2013,15
3747,2013,150
3749,2013,43
3750,2013,305
3751,2013,11
3752,2013,"1,413"
3753,2013,139
3754,2013,"1,723"
3755,2013,25
3756,2013,965
3757,2013,414
3758,2013,77
3759,2013,61
3760,2013,12
3761,2013,28
3762,2013,18
3763,2013,73
3764,2013,658
3765,2013,218
3766,2013,29
3767,2013,48
3770,2013,117
3775,2013,109
3777,2013,363
3778,2013,9
3779,2013,10
3781,2013,267
3782,2013,332
3783,2013,94
3785,2013,13
3786,2013,59
3787,2013,28
3788,2013,81
3789,2013,7
3791,2013,53
3792,2013,25
3793,2013,187
3795,2013,39
3796,2013,269
3797,2013,177
3799,2013,226
3802,2013,"1,285"
3803,2013,957
3804,2013,208
3805,2013,"3,485"
3806,2013,"1,866"
3807,2013,338
3808,2013,47
3809,2013,353
3810,2013,"3,664"
3812,2013,101
3813,2013,39
3814,2013,271
3815,2013,110
3816,2013,158
3818,2013,854
3820,2013,"1,250"
3821,2013,56
3822,2013,29
3823,2013,88
3824,2013,680
3825,2013,"2,863"
3831,2013,78
3833,2013,52
3835,2013,40
3840,2013,"3,510"
3842,2013,570
3844,2013,"3,635"
3847,2013,113
3850,2013,"2,360"
3851,2013,423
3852,2013,0
3854,2013,51
3856,2013,23
3857,2013,13
3858,2013,440
3859,2013,28
3860,2013,413
3862,2013,126
3864,2013,12
3865,2013,18
3869,2013,83
3870,2013,41
3871,2013,170
3873,2013,47
3874,2013,33
3875,2013,"1,930"
3878,2013,20
3880,2013,105
3882,2013,20
3885,2013,49
3886,2013,31
3887,2013,41
3888,2013,289
3889,2013,15
3890,2013,40
3891,2013,5
3892,2013,90
3893,2013,1
3895,2013,5
3896,2013,15
3898,2013,37
3900,2013,7
3902,2013,9
3903,2013,23
3904,2013,66
3909,2013,891
3910,2013,"1,114"
3911,2013,224
3912,2013,732
3913,2013,205
3915,2013,"1,289"
3916,2013,30
3918,2013,122
3919,2013,167
3920,2013,17
3921,2013,7
3922,2013,749
3923,2013,17
3925,2013,195
3926,2013,74
3927,2013,64
3928,2013,14
3929,2013,34
3930,2013,412
3931,2013,"1,964"
3933,2013,123
3934,2013,464
3936,2013,680
3937,2013,45
3938,2013,147
3939,2013,"1,551"
3940,2013,384
3941,2013,"1,076"
3942,2013,131
3943,2013,219
3944,2013,73
3945,2013,10
3946,2013,1
3950,2013,234
3951,2013,19
3953,2013,320
3954,2013,4
3956,2013,111
3957,2013,6
3958,2013,3
3959,2013,26
3960,2013,84
3962,2013,47
3964,2013,3
3965,2013,6
3966,2013,18
3967,2013,4
3971,2013,209
3975,2013,566
3976,2013,"1,229"
3977,2013,"5,173"
3978,2013,325
3979,2013,9
3980,2013,138
3981,2013,152
3984,2013,367
3987,2013,54
3988,2013,39
3990,2013,5
3991,2013,38
3992,2013,29
3995,2013,"1,174"
3996,2013,293
3000,2014,"22,835"
3002,2014,763
3003,2014,538
3004,2014,155
3006,2014,"2,535"
3008,2014,"1,580"
3011,2014,"2,810"
3012,2014,"1,978"
3013,2014,717
3015,2014,"1,082"
3016,2014,"1,210"
3018,2014,909
3019,2014,"1,235"
3020,2014,"6,355"
3021,2014,"4,649"
3022,2014,387
3023,2014,"4,100"
3024,2014,"1,187"
3025,2014,"1,289"
3026,2014,493
3027,2014,319
3028,2014,"2,027"
3029,2014,"5,165"
3030,2014,"6,258"
3031,2014,"2,839"
3032,2014,"2,933"
3033,2014,730
3034,2014,427
3036,2014,331
3037,2014,"2,606"
3038,2014,"1,930"
3039,2014,"1,750"
3040,2014,"1,420"
3041,2014,671
3042,2014,"1,818"
3043,2014,"1,685"
3044,2014,"1,389"
3045,2014,626
3046,2014,"2,640"
3047,2014,"4,462"
3048,2014,"1,625"
3049,2014,592
3051,2014,"1,798"
3052,2014,896
3053,2014,"1,939"
3054,2014,572
3055,2014,746
3056,2014,"3,031"
3057,2014,831
3058,2014,"3,230"
3059,2014,648
3060,2014,"1,016"
3061,2014,"1,526"
3062,2014,193
3063,2014,28
3064,2014,"5,064"
3065,2014,"2,761"
3066,2014,"1,989"
3067,2014,"1,134"
3068,2014,"1,660"
3070,2014,"2,037"
3071,2014,"1,208"
3072,2014,"5,212"
3073,2014,"4,598"
3074,2014,"1,946"
3075,2014,"1,353"
3076,2014,"2,992"
3078,2014,682
3079,2014,809
3081,2014,"1,702"
3082,2014,"1,944"
3083,2014,"2,226"
3084,2014,"2,485"
3085,2014,640
3087,2014,569
3088,2014,"1,895"
3089,2014,542
3090,2014,112
3091,2014,41
3093,2014,136
3094,2014,239
3095,2014,"1,110"
3096,2014,44
3097,2014,28
3099,2014,200
3101,2014,"1,326"
3102,2014,160
3103,2014,491
3104,2014,455
3105,2014,425
3106,2014,479
3107,2014,431
3108,2014,"1,560"
3109,2014,802
3111,2014,283
3113,2014,197
3114,2014,65
3115,2014,114
3116,2014,623
3121,2014,"4,452"
3122,2014,"1,416"
3123,2014,451
3124,2014,"1,053"
3125,2014,833
3126,2014,201
3127,2014,534
3128,2014,"1,863"
3129,2014,369
3130,2014,"1,032"
3131,2014,"1,270"
3132,2014,815
3133,2014,680
3134,2014,"3,534"
3135,2014,862
3136,2014,"2,447"
3137,2014,759
3138,2014,"1,192"
3139,2014,488
3140,2014,"1,320"
3141,2014,"2,286"
3142,2014,736
3143,2014,499
3144,2014,811
3145,2014,"1,631"
3146,2014,671
3147,2014,808
3148,2014,902
3149,2014,"1,074"
3150,2014,"2,355"
3151,2014,471
3152,2014,"2,320"
3153,2014,"2,098"
3154,2014,157
3155,2014,"1,785"
3156,2014,"1,881"
3158,2014,290
3159,2014,52
3160,2014,407
3161,2014,578
3162,2014,795
3163,2014,"1,332"
3165,2014,805
3166,2014,"1,557"
3167,2014,425
3168,2014,"1,455"
3169,2014,994
3170,2014,"1,733"
3171,2014,"1,968"
3172,2014,950
3173,2014,"1,425"
3174,2014,"3,201"
3175,2014,"10,034"
3177,2014,"1,406"
3178,2014,"1,576"
3179,2014,402
3180,2014,398
3181,2014,"3,665"
3182,2014,"4,871"
3183,2014,"1,059"
3184,2014,"1,124"
3185,2014,676
3186,2014,"1,381"
3187,2014,414
3188,2014,975
3189,2014,"1,166"
3190,2014,752
3191,2014,526
3192,2014,"1,817"
3193,2014,443
3194,2014,800
3195,2014,"2,224"
3196,2014,"1,448"
3197,2014,883
3198,2014,"1,962"
3199,2014,"8,872"
3200,2014,890
3201,2014,"1,467"
3202,2014,138
3204,2014,"1,318"
3205,2014,"2,393"
3206,2014,838
3207,2014,"1,570"
3211,2014,108
3212,2014,984
3213,2014,120
3214,2014,"4,390"
3215,2014,"1,507"
3216,2014,"2,860"
3217,2014,43
3218,2014,953
3219,2014,"1,943"
3220,2014,"4,208"
3221,2014,485
3222,2014,453
3223,2014,399
3224,2014,343
3225,2014,167
3226,2014,476
3227,2014,176
3228,2014,824
3230,2014,100
3231,2014,57
3232,2014,126
3233,2014,124
3235,2014,11
3236,2014,3
3237,2014,8
3238,2014,8
3239,2014,19
3240,2014,60
3241,2014,118
3242,2014,26
3243,2014,10
3249,2014,140
3250,2014,989
3251,2014,16
3254,2014,4
3260,2014,233
3264,2014,149
3265,2014,96
3266,2014,86
3267,2014,6
3268,2014,69
3269,2014,29
3270,2014,7
3271,2014,9
3272,2014,89
3273,2014,6
3274,2014,7
3275,2014,9
3276,2014,5
3277,2014,79
3278,2014,5
3279,2014,4
3280,2014,"2,958"
3281,2014,3
3282,2014,73
3283,2014,73
3284,2014,154
3285,2014,22
3286,2014,15
3287,2014,9
3289,2014,32
3292,2014,7
3293,2014,4
3294,2014,36
3300,2014,808
3301,2014,31
3302,2014,14
3303,2014,11
3304,2014,117
3305,2014,"1,560"
3309,2014,8
3310,2014,27
3311,2014,38
3312,2014,35
3314,2014,11
3315,2014,104
3317,2014,6
3318,2014,44
3319,2014,5
3321,2014,35
3322,2014,4
3323,2014,6
3324,2014,17
3325,2014,21
3328,2014,14
3329,2014,12
3330,2014,17
3331,2014,204
3332,2014,24
3333,2014,65
3334,2014,3
3335,2014,596
3337,2014,"4,491"
3338,2014,"1,594"
3340,2014,"1,378"
3341,2014,77
3342,2014,376
3345,2014,56
3350,2014,"7,080"
3351,2014,252
3352,2014,722
3354,2014,13
3355,2014,"1,788"
3356,2014,"1,504"
3357,2014,172
3360,2014,27
3361,2014,15
3363,2014,246
3364,2014,134
3370,2014,90
3371,2014,99
3373,2014,178
3375,2014,22
3377,2014,"1,199"
3378,2014,3
3379,2014,20
3380,2014,761
3381,2014,113
3384,2014,30
3385,2014,6
3387,2014,4
3388,2014,36
3390,2014,119
3391,2014,7
3392,2014,22
3393,2014,125
3395,2014,23
3396,2014,21
3399,2014,8
3400,2014,"2,687"
3401,2014,129
3407,2014,9
3409,2014,11
3412,2014,9
3413,2014,1
3414,2014,80
3415,2014,10
3418,2014,80
3419,2014,26
3420,2014,25
3422,2014,1
3423,2014,16
3424,2014,27
3427,2014,233
3428,2014,78
3429,2014,"2,642"
3430,2014,23
3431,2014,94
3432,2014,2
3433,2014,4
3434,2014,186
3435,2014,128
3437,2014,482
3438,2014,53
3440,2014,88
3441,2014,32
3442,2014,342
3444,2014,715
3446,2014,161
3447,2014,42
3448,2014,74
3450,2014,586
3451,2014,132
3453,2014,154
3458,2014,57
3460,2014,173
3461,2014,85
3462,2014,27
3463,2014,87
3464,2014,94
3465,2014,862
3467,2014,76
3468,2014,47
3469,2014,12
3472,2014,69
3475,2014,31
3477,2014,10
3478,2014,160
3480,2014,89
3482,2014,3
3483,2014,24
3485,2014,5
3487,2014,4
3488,2014,1
3489,2014,3
3490,2014,78
3491,2014,3
3494,2014,36
3496,2014,359
3498,2014,241
3500,2014,"4,900"
3501,2014,46
3505,2014,238
3506,2014,1
3507,2014,1
3509,2014,2
3512,2014,10
3515,2014,23
3516,2014,30
3517,2014,59
3518,2014,63
3520,2014,37
3521,2014,33
3522,2014,18
3523,2014,249
3525,2014,57
3527,2014,35
3529,2014,1
3530,2014,1
3531,2014,1
3533,2014,23
3537,2014,14
3539,2014,38
3540,2014,9
3542,2014,6
3544,2014,7
3546,2014,26
3549,2014,428
3550,2014,"4,537"
3551,2014,798
3555,2014,"1,560"
3556,2014,"1,222"
3557,2014,39
3558,2014,46
3559,2014,29
3561,2014,258
3562,2014,17
3563,2014,27
3564,2014,"1,778"
3565,2014,3
3566,2014,25
3567,2014,27
3568,2014,119
3570,2014,27
3571,2014,11
3572,2014,2
3573,2014,9
3575,2014,26
3576,2014,1
3578,2014,1
3579,2014,333
3580,2014,39
3581,2014,6
3583,2014,9
3584,2014,41
3585,2014,"1,599"
3586,2014,20
3588,2014,3
3589,2014,8
3590,2014,5
3591,2014,0
3594,2014,12
3595,2014,35
3596,2014,2
3597,2014,21
3599,2014,13
3607,2014,42
3608,2014,154
3610,2014,167
3612,2014,127
3614,2014,31
3616,2014,254
3617,2014,4
3618,2014,15
3620,2014,507
3621,2014,123
3622,2014,17
3623,2014,53
3624,2014,27
3629,2014,"1,096"
3630,2014,"5,258"
3631,2014,438
3633,2014,20
3634,2014,102
3635,2014,31
3636,2014,208
3637,2014,9
3638,2014,151
3639,2014,49
3640,2014,20
3641,2014,37
3644,2014,556
3646,2014,19
3647,2014,2
3649,2014,14
3658,2014,460
3659,2014,56
3660,2014,"1,377"
3662,2014,14
3663,2014,5
3664,2014,49
3665,2014,12
3666,2014,172
3669,2014,65
3670,2014,33
3672,2014,961
3673,2014,42
3675,2014,72
3677,2014,"2,194"
3678,2014,130
3682,2014,36
3683,2014,66
3685,2014,136
3687,2014,25
3688,2014,49
3690,2014,"3,155"
3691,2014,193
3695,2014,5
3697,2014,12
3698,2014,6
3699,2014,72
3700,2014,42
3701,2014,26
3704,2014,2
3705,2014,4
3707,2014,54
3708,2014,1
3709,2014,13
3711,2014,15
3712,2014,12
3713,2014,79
3714,2014,197
3715,2014,18
3717,2014,146
3718,2014,8
3719,2014,20
3720,2014,29
3722,2014,314
3723,2014,139
3724,2014,1
3725,2014,14
3726,2014,30
3727,2014,22
3728,2014,33
3730,2014,345
3732,2014,30
3733,2014,6
3735,2014,16
3737,2014,258
3738,2014,3
3739,2014,4
3740,2014,27
3741,2014,101
3744,2014,4
3746,2014,15
3747,2014,147
3749,2014,27
3750,2014,333
3751,2014,9
3752,2014,"1,261"
3753,2014,124
3754,2014,"1,781"
3755,2014,15
3756,2014,"1,029"
3757,2014,497
3758,2014,138
3759,2014,12
3760,2014,6
3761,2014,23
3762,2014,14
3763,2014,60
3764,2014,527
3765,2014,324
3766,2014,18
3767,2014,41
3770,2014,130
3775,2014,99
3777,2014,451
3778,2014,10
3779,2014,19
3781,2014,218
3782,2014,393
3783,2014,53
3785,2014,14
3786,2014,28
3787,2014,19
3788,2014,67
3789,2014,6
3791,2014,7
3792,2014,18
3793,2014,134
3795,2014,27
3796,2014,288
3797,2014,155
3799,2014,247
3802,2014,"1,269"
3803,2014,"1,041"
3804,2014,340
3805,2014,"4,456"
3806,2014,"2,270"
3807,2014,357
3808,2014,70
3809,2014,422
3810,2014,"4,197"
3812,2014,58
3813,2014,29
3814,2014,67
3815,2014,121
3816,2014,233
3818,2014,"1,206"
3820,2014,"1,309"
3821,2014,152
3822,2014,27
3823,2014,94
3824,2014,255
3825,2014,"3,502"
3831,2014,64
3833,2014,29
3835,2014,15
3840,2014,"4,581"
3842,2014,638
3844,2014,"4,236"
3847,2014,158
3850,2014,"2,360"
3851,2014,535
3852,2014,1
3854,2014,32
3856,2014,19
3857,2014,5
3858,2014,241
3859,2014,35
3860,2014,403
3862,2014,148
3864,2014,24
3865,2014,17
3869,2014,88
3870,2014,34
3871,2014,127
3873,2014,29
3874,2014,68
3875,2014,"2,139"
3878,2014,43
3880,2014,126
3882,2014,32
3885,2014,101
3886,2014,14
3887,2014,61
3888,2014,342
3889,2014,15
3890,2014,90
3891,2014,8
3892,2014,66
3893,2014,2
3895,2014,4
3896,2014,31
3898,2014,30
3900,2014,11
3902,2014,5
3903,2014,23
3904,2014,62
3909,2014,884
3910,2014,901
3911,2014,234
3912,2014,913
3913,2014,182
3915,2014,"1,523"
3916,2014,27
3918,2014,164
3919,2014,187
3920,2014,4
3921,2014,0
3922,2014,693
3923,2014,10
3925,2014,179
3926,2014,83
3927,2014,48
3928,2014,17
3929,2014,35
3930,2014,392
3931,2014,"1,888"
3933,2014,64
3934,2014,319
3936,2014,762
3937,2014,33
3938,2014,164
3939,2014,"1,702"
3940,2014,367
3941,2014,"1,187"
3942,2014,101
3943,2014,218
3944,2014,65
3945,2014,27
3946,2014,4
3950,2014,299
3951,2014,52
3953,2014,352
3954,2014,5
3956,2014,89
3957,2014,10
3958,2014,3
3959,2014,27
3960,2014,143
3962,2014,33
3964,2014,2
3965,2014,14
3966,2014,12
3967,2014,0
3971,2014,295
3975,2014,747
3976,2014,"1,510"
3977,2014,"6,118"
3978,2014,481
3979,2014,24
3980,2014,184
3981,2014,282
3984,2014,369
3987,2014,35
3988,2014,35
3990,2014,10
3991,2014,41
3992,2014,37
3995,2014,"1,057"
3996,2014,268
3000,2015,"22,732"
3002,2015,833
3003,2015,661
3004,2015,119
3006,2015,"3,202"
3008,2015,"1,831"
3011,2015,"3,328"
3012,2015,"2,211"
3013,2015,904
3015,2015,"1,215"
3016,2015,"1,349"
3018,2015,844
3019,2015,"1,324"
3020,2015,"6,283"
3021,2015,"5,389"
3022,2015,462
3023,2015,"5,290"
3024,2015,"1,610"
3025,2015,"1,331"
3026,2015,572
3027,2015,429
3028,2015,"2,082"
3029,2015,"6,240"
3030,2015,"7,597"
3031,2015,"2,637"
3032,2015,"3,592"
3033,2015,630
3034,2015,505
3036,2015,360
3037,2015,"2,572"
3038,2015,"1,988"
3039,2015,"1,408"
3040,2015,"1,739"
3041,2015,807
3042,2015,"1,575"
3043,2015,"2,056"
3044,2015,"1,560"
3045,2015,602
3046,2015,"2,768"
3047,2015,"5,038"
3048,2015,"2,168"
3049,2015,461
3051,2015,"1,798"
3052,2015,"1,195"
3053,2015,"2,562"
3054,2015,690
3055,2015,976
3056,2015,"3,268"
3057,2015,834
3058,2015,"4,143"
3059,2015,728
3060,2015,"1,199"
3061,2015,"1,876"
3062,2015,262
3063,2015,23
3064,2015,"6,147"
3065,2015,"2,936"
3066,2015,"2,121"
3067,2015,"1,484"
3068,2015,"1,813"
3070,2015,"2,176"
3071,2015,"1,495"
3072,2015,"6,922"
3073,2015,"4,341"
3074,2015,"2,448"
3075,2015,"1,539"
3076,2015,"3,416"
3078,2015,798
3079,2015,836
3081,2015,"2,272"
3082,2015,"2,031"
3083,2015,"2,842"
3084,2015,"2,125"
3085,2015,665
3087,2015,729
3088,2015,"2,312"
3089,2015,651
3090,2015,125
3091,2015,73
3093,2015,159
3094,2015,370
3095,2015,"2,057"
3096,2015,77
3097,2015,30
3099,2015,205
3101,2015,"1,793"
3102,2015,203
3103,2015,589
3104,2015,617
3105,2015,427
3106,2015,473
3107,2015,401
3108,2015,"1,453"
3109,2015,"1,008"
3111,2015,300
3113,2015,199
3114,2015,132
3115,2015,94
3116,2015,764
3121,2015,"4,552"
3122,2015,"1,440"
3123,2015,744
3124,2015,"1,172"
3125,2015,910
3126,2015,216
3127,2015,609
3128,2015,"1,780"
3129,2015,341
3130,2015,"1,045"
3131,2015,"1,092"
3132,2015,"1,576"
3133,2015,719
3134,2015,"3,771"
3135,2015,"1,118"
3136,2015,"2,655"
3137,2015,939
3138,2015,"1,445"
3139,2015,655
3140,2015,"1,862"
3141,2015,"2,747"
3142,2015,809
3143,2015,551
3144,2015,968
3145,2015,"1,910"
3146,2015,972
3147,2015,"1,228"
3148,2015,"1,136"
3149,2015,"1,305"
3150,2015,"2,482"
3151,2015,531
3152,2015,"2,444"
3153,2015,"2,052"
3154,2015,222
3155,2015,"1,912"
3156,2015,"2,090"
3158,2015,243
3159,2015,54
3160,2015,545
3161,2015,671
3162,2015,"1,049"
3163,2015,"1,674"
3165,2015,"1,033"
3166,2015,"2,132"
3167,2015,467
3168,2015,"1,835"
3169,2015,957
3170,2015,"2,572"
3171,2015,"2,099"
3172,2015,"1,138"
3173,2015,"1,582"
3174,2015,"3,225"
3175,2015,"12,865"
3177,2015,"1,647"
3178,2015,"1,828"
3179,2015,507
3180,2015,460
3181,2015,"3,628"
3182,2015,"5,252"
3183,2015,"1,302"
3184,2015,"1,150"
3185,2015,805
3186,2015,"1,385"
3187,2015,581
3188,2015,"1,073"
3189,2015,"1,309"
3190,2015,"1,072"
3191,2015,663
3192,2015,"2,127"
3193,2015,584
3194,2015,"1,034"
3195,2015,"1,945"
3196,2015,"1,502"
3197,2015,"1,133"
3198,2015,"2,056"
3199,2015,"8,683"
3200,2015,"1,078"
3201,2015,"2,161"
3202,2015,209
3204,2015,"1,287"
3205,2015,"2,230"
3206,2015,897
3207,2015,"1,953"
3211,2015,168
3212,2015,"1,014"
3213,2015,126
3214,2015,"5,036"
3215,2015,"2,090"
3216,2015,"3,469"
3217,2015,144
3218,2015,"2,310"
3219,2015,"2,218"
3220,2015,"4,492"
3221,2015,416
3222,2015,488
3223,2015,400
3224,2015,420
3225,2015,180
3226,2015,520
3227,2015,234
3228,2015,915
3230,2015,190
3231,2015,65
3232,2015,133
3233,2015,158
3235,2015,14
3236,2015,9
3237,2015,10
3238,2015,15
3239,2015,15
3240,2015,55
3241,2015,104
3242,2015,13
3243,2015,15
3249,2015,158
3250,2015,"1,429"
3251,2015,11
3254,2015,8
3260,2015,299
3264,2015,157
3265,2015,118
3266,2015,112
3267,2015,5
3268,2015,115
3269,2015,41
3270,2015,6
3271,2015,13
3272,2015,107
3273,2015,4
3274,2015,7
3275,2015,16
3276,2015,6
3277,2015,37
3278,2015,11
3279,2015,4
3280,2015,"3,025"
3281,2015,8
3282,2015,79
3283,2015,35
3284,2015,132
3285,2015,25
3286,2015,28
3287,2015,15
3289,2015,31
3292,2015,10
3293,2015,10
3294,2015,35
3300,2015,986
3301,2015,19
3302,2015,30
3303,2015,14
3304,2015,140
3305,2015,"1,284"
3309,2015,3
3310,2015,25
3311,2015,75
3312,2015,53
3314,2015,9
3315,2015,101
3317,2015,6
3318,2015,52
3319,2015,2
3321,2015,40
3322,2015,14
3323,2015,3
3324,2015,22
3325,2015,19
3328,2015,12
3329,2015,13
3330,2015,33
3331,2015,237
3332,2015,20
3333,2015,70
3334,2015,26
3335,2015,945
3337,2015,"5,186"
3338,2015,"2,001"
3340,2015,"1,635"
3341,2015,67
3342,2015,350
3345,2015,67
3350,2015,"7,336"
3351,2015,311
3352,2015,850
3354,2015,20
3355,2015,"1,848"
3356,2015,"1,784"
3357,2015,168
3360,2015,23
3361,2015,19
3363,2015,272
3364,2015,89
3370,2015,127
3371,2015,149
3373,2015,267
3375,2015,23
3377,2015,"1,295"
3378,2015,3
3379,2015,32
3380,2015,789
3381,2015,92
3384,2015,31
3385,2015,19
3387,2015,2
3388,2015,44
3390,2015,104
3391,2015,13
3392,2015,16
3393,2015,230
3395,2015,18
3396,2015,33
3399,2015,5
3400,2015,"2,707"
3401,2015,142
3407,2015,20
3409,2015,19
3412,2015,24
3413,2015,3
3414,2015,85
3415,2015,10
3418,2015,141
3419,2015,34
3420,2015,9
3422,2015,3
3423,2015,34
3424,2015,40
3427,2015,280
3428,2015,188
3429,2015,"3,224"
3430,2015,27
3431,2015,89
3432,2015,2
3433,2015,10
3434,2015,236
3435,2015,114
3437,2015,823
3438,2015,53
3440,2015,74
3441,2015,47
3442,2015,289
3444,2015,609
3446,2015,209
3447,2015,31
3448,2015,91
3450,2015,838
3451,2015,179
3453,2015,106
3458,2015,85
3460,2015,188
3461,2015,105
3462,2015,49
3463,2015,135
3464,2015,96
3465,2015,"1,244"
3467,2015,78
3468,2015,13
3469,2015,12
3472,2015,78
3475,2015,58
3477,2015,7
3478,2015,260
3480,2015,84
3482,2015,9
3483,2015,43
3485,2015,12
3487,2015,11
