POSTCODE,Suburb,Top country of birth,total,"Born overseas, %","Born in non-English speaking country, %",Top country of birth__1,"Top country of birth, persons","Top country of birth, %",AgeRang,percent,AgeGroup,AG_percent
3038,KEILOR LODGE,Italy,1845,28.8,25.5,Italy,118,3.5,rang15n19,9.1,Elderly,11.2
3039,MOONEE PONDS,Italy,14362,26.6,20.6,Italy,1508,5.8,rang15n19,4.7,Elderly,13.7
3040,ESSENDON,India,19720,23,18.2,India,1530,4.3,rang15n19,6.4,Elderly,13.9
3040,ABERFELDIE,England,3765,16.5,11.9,England,170,2.5,rang15n19,8.3,Elderly,11.7
3040,ESSENDON WEST,Italy,1452,18.2,13.9,Italy,76,2.8,rang15n19,7.2,Elderly,18.9
3041,STRATHMORE,Italy,8471,16.7,12,Italy,426,2.7,rang15n19,8.2,Elderly,14.3
3041,ESSENDON NORTH,India,2439,26.2,21.1,India,218,5.2,rang15n19,4.8,Elderly,14.7
3041,STRATHMORE HEIGHTS,Italy,979,20.9,15.1,Italy,46,2.5,rang15n19,4.3,Elderly,14.3
3042,AIRPORT WEST,Italy,7336,28.7,24.8,Italy,1254,9.5,rang15n19,4.5,Elderly,20.1
3042,NIDDRIE,Italy,5092,22.1,17.2,Italy,334,3.6,rang15n19,5.7,Elderly,15.7
3042,KEILOR PARK,Italy,2614,34.9,31.7,Italy,758,15.3,rang15n19,5.5,Elderly,22.8
3043,GLADSTONE PARK,Italy,8637,35.7,30.9,Italy,686,4.4,rang15n19,6.4,Elderly,17.8
3043,TULLAMARINE,Italy,6552,35.9,30.6,Italy,542,4.6,rang15n19,4.7,Elderly,16.1
3043,GOWANBRAE,Italy,2922,26.5,22,Italy,132,2.5,rang15n19,4.8,Elderly,10.5
3044,PASCOE VALE,Italy,15746,31.1,26.7,Italy,1870,6.6,rang15n19,4.8,Elderly,17.1
3044,PASCOE VALE SOUTH,Italy,9934,24.7,20.8,Italy,1182,6.4,rang15n19,5.7,Elderly,14.1
3045,MELBOURNE AIRPORT,New Zealand,158,30.2,20.9,New Zealand,18,10.6,rang15n19,9.5,Elderly,17.8
3046,GLENROY,India,20810,41.9,37.7,India,1994,5.5,rang15n19,5.7,Elderly,17.7
3046,OAK PARK,India,6102,31,26.5,India,442,4,rang15n19,5.6,Elderly,14
3046,HADFIELD,Italy,5625,35.3,32.6,Italy,832,8.4,rang15n19,6.4,Elderly,20.7
3047,BROADMEADOWS,Iraq,11187,46.9,43.1,Iraq,1400,7.5,rang15n19,8,Elderly,11.8
3047,DALLAS,Turkey,6778,49,45.7,Turkey,1784,15.5,rang15n19,7.2,Elderly,13.6
3047,JACANA,India,2048,39.2,33.7,India,138,3.9,rang15n19,5.8,Elderly,19.6
3048,MEADOW HEIGHTS,Turkey,15635,47.5,45,Turkey,3786,13.5,rang15n19,8.9,Elderly,7.3
3048,COOLAROO,Iraq,3345,43.6,39.7,Iraq,662,11,rang15n19,8.3,Elderly,16.9
3049,WESTMEADOWS,Italy,5725,25.6,21.1,Italy,472,4.6,rang15n19,6.4,Elderly,13.7
3049,ATTWOOD,Italy,3387,23.9,20.1,Italy,222,3.5,rang15n19,8,Elderly,7
3051,NORTH MELBOURNE,China,12943,46.1,36.7,China,1722,8.2,rang15n19,5.8,Elderly,7.3
3052,PARKVILLE,China,6690,38.7,28.9,China,724,6.3,rang15n19,17.3,Elderly,11
3053,CARLTON,China,14602,63,55.3,China,2668,11.2,rang15n19,8.4,Elderly,5.6
3054,PRINCES HILL,England,2199,25.3,16.1,England,122,3.1,rang15n19,4.6,Elderly,16.9
3054,CARLTON NORTH,England,6644,26.5,15.7,England,464,4,rang15n19,2.6,Elderly,9.7
3055,BRUNSWICK WEST,Italy,13959,36.4,30,Italy,1164,4.7,rang15n19,3.5,Elderly,12
3056,BRUNSWICK,Italy,24433,34.8,26.5,Italy,1864,4.4,rang15n19,3.1,Elderly,10.3
3057,BRUNSWICK EAST,Italy,9114,33.9,24.8,Italy,1036,6.4,rang15n19,2.8,Elderly,10.8
3058,COBURG,Italy,26503,35.9,30.6,Italy,3482,7.4,rang15n19,4.6,Elderly,12.6
3058,COBURG NORTH,Italy,6923,38.7,32.8,Italy,984,8.1,rang15n19,4.3,Elderly,16.9
3059,GREENVALE,Italy,12344,31,28.6,Italy,1458,6.4,rang15n19,9.9,Elderly,7.4
3060,FAWKNER,Italy,13316,49.6,45.7,Italy,3314,14,rang15n19,5.9,Elderly,20.5
3061,CAMPBELLFIELD,Iraq,5730,54.9,52.4,Iraq,1372,13.7,rang15n19,6.9,Elderly,16
3064,ROXBURGH PARK,Iraq,20536,46,43.5,Iraq,4664,12.9,rang15n19,8.9,Elderly,4.2
3065,FITZROY,Vietnam,10535,37.4,25.6,Vietnam,796,4.8,rang15n19,2.8,Elderly,9.1
3066,COLLINGWOOD,Vietnam,7090,37.7,27.8,Vietnam,796,7.1,rang15n19,2.8,Elderly,7.8
3068,FITZROY NORTH,England,12330,27.6,16.5,England,996,4.6,rang15n19,3.3,Elderly,11.6
3068,CLIFTON HILL,England,6297,23.3,12.8,England,484,4.4,rang15n19,3.6,Elderly,8.9
3070,NORTHCOTE,Greece,24316,27.7,19.1,Greece,2476,5.7,rang15n19,3.8,Elderly,12.3
3072,PRESTON,Italy,31514,37.2,32,Italy,2640,4.8,rang15n19,4.5,Elderly,13
3074,THOMASTOWN,Italy,21348,53.9,51.9,Italy,3232,8.4,rang15n19,6,Elderly,17.9
3075,LALOR,Italy,21348,49.8,47.6,Italy,2820,7.5,rang15n19,6,Elderly,17.7
3076,EPPING,India,29632,36.1,32.5,India,2996,5.9,rang15n19,6.4,Elderly,8.2
3078,ALPHINGTON,England,4893,22.1,14.4,England,342,3.9,rang15n19,4.9,Elderly,11
3078,FAIRFIELD,Greece,6194,28.2,20.6,Greece,466,4.1,rang15n19,5.3,Elderly,11.3
3079,IVANHOE,China,11691,26.3,19.1,China,668,3.1,rang15n19,6.3,Elderly,13.4
3079,IVANHOE EAST,England,4024,20.4,13.9,England,260,3.6,rang15n19,7.4,Elderly,17.1
3081,HEIDELBERG WEST,Somalia,5672,37,32,Somalia,548,5.6,rang15n19,5.9,Elderly,14.2
3081,HEIDELBERG HEIGHTS,India,6713,31.3,25.2,India,438,3.7,rang15n19,4.8,Elderly,14.7
3082,MILL PARK,FYR Macedonia,31334,33.3,29.9,FYR Macedonia,2142,3.7,rang15n19,8,Elderly,9
3083,BUNDOORA,China,27155,38,33.9,China,3674,7.6,rang15n19,6.8,Elderly,14.6
3083,KINGSBURY,China,3556,52.1,47.9,China,770,11.9,rang15n19,4.6,Elderly,16.4
3084,ROSANNA,Italy,8350,24.9,18.5,Italy,630,4.2,rang15n19,4.7,Elderly,22.2
3084,HEIDELBERG,China,6056,27.4,21.2,China,324,3,rang15n19,4.7,Elderly,14.8
3084,VIEWBANK,England,7067,26.2,20.8,England,394,3,rang15n19,6.5,Elderly,18.8
3084,EAGLEMONT,Italy,4067,21.3,14.5,Italy,280,3.7,rang15n19,7.2,Elderly,14.4
3085,MACLEOD,England,10054,25.5,19,England,556,3,rang15n19,5.3,Elderly,17.1
3085,YALLAMBIE,England,4250,18.2,12.1,England,272,3.5,rang15n19,7.9,Elderly,10.9
3087,WATSONIA,England,5338,18.2,13.2,England,242,2.5,rang15n19,5.1,Elderly,17.5
3087,WATSONIA NORTH,Italy,3984,21.9,17.2,Italy,262,3.5,rang15n19,6.1,Elderly,16
3088,GREENSBOROUGH,England,21372,19.2,13,England,1212,3.1,rang15n19,5.9,Elderly,13.9
3088,ST HELENA,England,2906,14.3,8.1,England,174,3.1,rang15n19,8.9,Elderly,11.7
3088,BRIAR HILL,England,3192,15.7,7.9,England,272,4.5,rang15n19,6.3,Elderly,14.8
3089,DIAMOND CREEK,England,11372,13.4,6.2,England,962,4.5,rang15n19,8.6,Elderly,7.9
3090,PLENTY,England,1573,12.6,8.5,England,68,2.4,rang15n19,9.1,Elderly,6.7
3091,YARRAMBAT,Italy,698,14.1,9.6,Italy,60,4.7,rang15n19,9.6,Elderly,9.9
3093,LOWER PLENTY,England,3913,15.8,9.2,England,256,3.5,rang15n19,5.9,Elderly,18.8
3094,MONTMORENCY,England,9034,14.5,7.1,England,722,4.2,rang15n19,5.7,Elderly,14.8
3095,ELTHAM,England,18656,16.4,7.6,England,1830,5.2,rang15n19,7.4,Elderly,11.5
3095,ELTHAM NORTH,England,7096,14.6,7.7,England,582,4.4,rang15n19,10.2,Elderly,7.1
3095,RESEARCH,England,2302,12.5,5.8,England,202,4.7,rang15n19,9.3,Elderly,9.2
3096,WATTLE GLEN,England,1676,13.5,5.2,England,176,5.5,rang15n19,9,Elderly,14.3
3099,HURSTBRIDGE,England,2800,12,4.3,England,254,4.8,rang15n19,6.5,Elderly,9.5
3101,KEW,China,25364,28.7,21,China,1798,4,rang15n19,7,Elderly,16
3102,KEW EAST,China,6212,27.2,21.5,China,430,3.7,rang15n19,6.5,Elderly,14.9
3103,BALWYN,China,13646,37.8,30.7,China,2424,9.7,rang15n19,8.6,Elderly,18
3103,DEEPDENE,China,2473,29.5,23.5,China,328,7.3,rang15n19,7.8,Elderly,23.1
3104,BALWYN NORTH,China,21429,35.4,29.2,China,2926,7.4,rang15n19,9,Elderly,17
3105,BULLEEN,Italy,11404,40.9,37.6,Italy,1928,9.2,rang15n19,5.2,Elderly,23.3
3106,TEMPLESTOWE,China,17354,37.8,30,China,1526,4.8,rang15n19,7.1,Elderly,18.2
3107,TEMPLESTOWE LOWER,China,13790,37.7,32.5,China,1398,5.6,rang15n19,5.2,Elderly,24.4
3108,DONCASTER,China,19527,47.5,42.5,China,3982,11.3,rang15n19,5.5,Elderly,23.8
3109,DONCASTER EAST,China,28551,44.2,38.1,China,4278,8.2,rang15n19,6.7,Elderly,18.5
3111,DONVALE,China,12173,29.5,22.1,China,798,3.5,rang15n19,6.6,Elderly,18.9
3113,WARRANDYTE,England,5523,19.4,10.5,England,554,5.4,rang15n19,7.1,Elderly,11.7
3113,NORTH WARRANDYTE,England,2822,16.6,6.4,England,334,6.4,rang15n19,7.9,Elderly,10.5
3114,PARK ORCHARDS,England,3850,17.6,8.9,England,412,5.8,rang15n19,8.8,Elderly,14.6
3115,WONGA PARK,England,2793,13.6,5.2,England,294,5.6,rang15n19,10.7,Elderly,8.9
3116,CHIRNSIDE PARK,England,8624,20.8,10.3,England,1064,6.6,rang15n19,7.1,Elderly,15.4
3121,RICHMOND,Vietnam,25957,35.1,24.5,Vietnam,2694,6.1,rang15n19,3,Elderly,10.3
3121,BURNLEY,England,796,26.8,16.9,England,72,5,rang15n19,1.1,Elderly,7.2
3121,CREMORNE,New Zealand,1667,25.7,10.5,New Zealand,154,5.3,rang15n19,2.3,Elderly,3.9
3122,HAWTHORN,India,22712,33.2,24.2,India,1982,5,rang15n19,6,Elderly,10.6
3123,HAWTHORN EAST,India,14015,29.7,21.1,India,1006,4.1,rang15n19,5.1,Elderly,12.2
3124,CAMBERWELL,England,21043,26.9,17.5,England,1604,4.1,rang15n19,7.3,Elderly,16.9
3125,BURWOOD,China,14030,43.1,37.1,China,3038,12.1,rang15n19,7.8,Elderly,17.2
3126,CANTERBURY,England,8198,26.2,15.9,England,690,4.5,rang15n19,8.1,Elderly,18.9
3127,SURREY HILLS,England,13779,22.8,14.6,England,964,3.8,rang15n19,6.9,Elderly,13.2
3127,MONT ALBERT,China,5154,28.7,20.3,China,588,6.1,rang15n19,7.5,Elderly,13.3
3128,BOX HILL,China,10246,53,49.3,China,3946,22.3,rang15n19,5.6,Elderly,13.4
3128,BOX HILL SOUTH,China,8250,32.8,26,China,1270,8.6,rang15n19,6.1,Elderly,14.7
3129,BOX HILL NORTH,China,11446,40.2,34.6,China,2444,11.6,rang15n19,5.8,Elderly,15.6
3129,MONT ALBERT NORTH,China,5368,28.9,22.2,China,622,6.3,rang15n19,6.1,Elderly,17.7
3130,BLACKBURN,England,13428,25.7,17.7,England,974,4,rang15n19,6.3,Elderly,18.6
3130,BLACKBURN SOUTH,China,10997,30.8,24.1,China,1020,5.1,rang15n19,6,Elderly,21.2
3130,BLACKBURN NORTH,China,7350,31,25.2,China,706,5.2,rang15n19,5.7,Elderly,17.4
3131,NUNAWADING,China,11503,33.7,26.6,China,1182,5.6,rang15n19,4.7,Elderly,15.9
3131,FOREST HILL,China,10480,36.5,30.1,China,1252,6.5,rang15n19,4.9,Elderly,21.6
3132,MITCHAM,China,15738,28.7,21.5,China,1276,4.5,rang15n19,5,Elderly,14.7
3133,VERMONT SOUTH,China,11972,37.8,30.1,China,1134,5.1,rang15n19,7.2,Elderly,19.4
3133,VERMONT,England,10322,28.5,20.7,England,648,3.3,rang15n19,6,Elderly,18.3
3134,RINGWOOD,England,16729,30.1,21.4,England,1312,4.2,rang15n19,5.3,Elderly,17
3134,RINGWOOD NORTH,England,10032,20.5,12,England,768,4.1,rang15n19,7.1,Elderly,14.4
3134,WARRANWOOD,England,4937,15.7,8.1,England,412,4.5,rang15n19,8.9,Elderly,7.4
3134,WARRANDYTE SOUTH,England,239,16.7,5.3,England,36,7.8,rang15n19,16.3,Elderly,3.4
3135,RINGWOOD EAST,England,10238,23.5,15,England,870,4.7,rang15n19,5.1,Elderly,16.5
3135,HEATHMONT,England,9689,20.4,11,England,894,5,rang15n19,6.5,Elderly,17
3136,CROYDON,England,24557,21.8,11.8,England,2674,5.9,rang15n19,5.5,Elderly,18.5
3136,CROYDON NORTH,England,7970,18.6,8.3,England,874,5.9,rang15n19,7.5,Elderly,12.9
3136,CROYDON HILLS,England,5343,16,7.9,England,384,3.8,rang15n19,10.2,Elderly,8.9
3136,CROYDON SOUTH,England,4752,18.6,10.6,England,464,5.3,rang15n19,5.2,Elderly,13.8
3137,KILSYTH,England,10507,19,8.7,England,1336,6.9,rang15n19,6.2,Elderly,17.8
3137,KILSYTH SOUTH,England,3170,14.5,6.5,England,342,5.7,rang15n19,9.5,Elderly,6.3
3138,MOOROOLBARK,England,21406,19.5,9.6,England,2358,5.9,rang15n19,7.2,Elderly,12.2
3139,WANDIN NORTH,England,2269,12.5,5.1,England,226,5.3,rang15n19,8.3,Elderly,11.2
3140,LILYDALE,England,16210,17.9,8.1,England,1844,6.1,rang15n19,7.4,Elderly,13.8
3141,SOUTH YARRA,England,21362,37.5,23.3,England,1756,5.1,rang15n19,3.2,Elderly,11.9
3142,TOORAK,England,13800,30.7,20.8,England,892,3.7,rang15n19,5.1,Elderly,22.7
3143,ARMADALE,England,9320,30.5,20.5,England,678,4.2,rang15n19,3.5,Elderly,16.3
3144,MALVERN,India,10136,25.7,17.1,India,634,3.5,rang15n19,5,Elderly,16.4
3144,KOOYONG,England,841,20.3,13.7,England,78,5.1,rang15n19,6.8,Elderly,20.7
3145,MALVERN EAST,China,21158,28.9,22.1,China,1758,4.6,rang15n19,6.1,Elderly,13
3145,CAULFIELD EAST,China,1295,40.4,33,China,172,7.2,rang15n19,4.9,Elderly,9.6
3146,GLEN IRIS,England,26370,26,18.1,England,1662,3.5,rang15n19,5.9,Elderly,13.4
3147,ASHBURTON,England,8025,25.8,18.4,England,486,3.3,rang15n19,6.6,Elderly,13.9
3147,ASHWOOD,China,6418,35.2,28.7,China,762,6.6,rang15n19,5.3,Elderly,14.5
3148,CHADSTONE,China,8360,49.3,44.3,China,1330,9,rang15n19,5.2,Elderly,13.2
3149,MOUNT WAVERLEY,China,33958,39.8,33.1,China,4616,7.4,rang15n19,6.3,Elderly,20.1
3150,GLEN WAVERLEY,China,41176,50.9,44.5,China,8176,10.9,rang15n19,7.8,Elderly,19.2
3150,WHEELERS HILL,China,20237,43.1,35.8,China,1976,5.3,rang15n19,6.5,Elderly,21
3151,BURWOOD EAST,China,10601,47.6,43.2,China,2214,11.2,rang15n19,5.5,Elderly,21.5
3152,WANTIRNA SOUTH,Malaysia,18112,39.1,31.3,Malaysia,1570,4.6,rang15n19,7.8,Elderly,16.5
3152,WANTIRNA,China,14268,32.8,25.2,China,966,3.6,rang15n19,6.1,Elderly,15.1
3153,BAYSWATER,England,11773,30.2,21.6,England,892,4.1,rang15n19,5.5,Elderly,15.6
3153,BAYSWATER NORTH,England,8671,21.2,13.4,England,704,4.3,rang15n19,5.6,Elderly,11.5
3155,BORONIA,England,21453,23.5,14,England,2224,5.6,rang15n19,5.6,Elderly,16.4
3156,FERNTREE GULLY,England,26423,22.6,12.9,England,2814,5.7,rang15n19,6.7,Elderly,13.5
3156,UPPER FERNTREE GULLY,England,3267,19.8,8.4,England,430,7.1,rang15n19,7.3,Elderly,13.5
3156,LYSTERFIELD,England,6624,21.8,13.9,England,538,4.3,rang15n19,10.3,Elderly,6
3156,LYSTERFIELD SOUTH,England,954,27.9,16.2,England,104,5.7,rang15n19,11,Elderly,7
3158,UPWEY,England,7137,16.5,6.7,England,860,6.4,rang15n19,8,Elderly,8
3159,SELBY,England,1714,15.7,5.7,England,194,6.1,rang15n19,8.2,Elderly,7.3
3159,MENZIES CREEK,England,669,17.1,6.7,England,78,6.2,rang15n19,6.9,Elderly,7
3160,BELGRAVE,England,4078,17.8,6.8,England,516,6.8,rang15n19,7.5,Elderly,7.3
3160,BELGRAVE SOUTH,England,1549,16.9,6.6,England,178,6.1,rang15n19,9,Elderly,12.2
3160,TECOMA,England,2108,16.5,5.9,England,282,7.2,rang15n19,6.9,Elderly,10.4
3160,BELGRAVE HEIGHTS,England,1400,16.5,5.9,England,160,6.2,rang15n19,8.4,Elderly,7
3161,CAULFIELD NORTH,Poland,15428,37.1,26.4,Poland,1034,3.8,rang15n19,5.5,Elderly,16.3
3162,CAULFIELD SOUTH,South Africa,11911,38.7,25.7,South Africa,1362,6.4,rang15n19,5.5,Elderly,15.3
3162,CAULFIELD,South Africa,5443,44.5,33.2,South Africa,638,6.6,rang15n19,5,Elderly,21.9
3163,CARNEGIE,India,17289,44.4,37,India,2722,8.8,rang15n19,3.9,Elderly,14.2
3163,MURRUMBEENA,India,9108,34.2,27.9,India,1048,6.3,rang15n19,4.6,Elderly,11.9
3163,GLEN HUNTLY,India,4994,57.7,50,India,1284,15,rang15n19,3.3,Elderly,10.5
3166,HUGHESDALE,China,7509,39.9,34.8,China,934,7,rang15n19,5.3,Elderly,13.1
3166,OAKLEIGH,Greece,7984,38.7,33.1,Greece,906,6.3,rang15n19,5.3,Elderly,14.2
3166,OAKLEIGH EAST,China,6366,50.2,44.5,China,878,7.7,rang15n19,4.8,Elderly,14.7
3166,HUNTINGDALE,China,1884,42.8,37.6,China,246,7.2,rang15n19,3,Elderly,12
3167,OAKLEIGH SOUTH,Greece,9637,42.4,37.2,Greece,998,5.7,rang15n19,5.8,Elderly,16.9
3168,CLAYTON,China,16846,70.3,65.5,China,5214,17.8,rang15n19,7,Elderly,11.8
3168,NOTTING HILL,China,2353,56,48.9,China,444,11.4,rang15n19,5.7,Elderly,9.3
3169,CLAYTON SOUTH,India,12516,64.7,60.4,India,3214,14.7,rang15n19,5,Elderly,15.2
3169,CLARINDA,India,7848,54,50.1,India,1282,9,rang15n19,6.4,Elderly,18
3170,MULGRAVE,Sri Lanka,18848,44.4,39.1,Sri Lanka,1576,4.6,rang15n19,5.3,Elderly,17.4
3171,SPRINGVALE,Vietnam,20973,68.8,65.6,Vietnam,8414,22.4,rang15n19,5.8,Elderly,15.5
3172,SPRINGVALE SOUTH,Vietnam,12802,59.5,56.1,Vietnam,4456,19.3,rang15n19,7.6,Elderly,12
3172,DINGLEY VILLAGE,England,10675,23.5,14.2,England,1018,5.1,rang15n19,7,Elderly,17.8
3173,KEYSBOROUGH,Vietnam,21282,52.8,47.7,Vietnam,4022,10.6,rang15n19,7.2,Elderly,12.5
3174,NOBLE PARK,India,30183,60.1,54.8,India,4806,8.9,rang15n19,5.4,Elderly,14.9
3174,NOBLE PARK NORTH,Sri Lanka,7797,51.6,45.5,Sri Lanka,706,5,rang15n19,6,Elderly,15.2
3175,DANDENONG,India,27378,67,62.3,India,5528,12,rang15n19,5.9,Elderly,12.7
3175,DANDENONG NORTH,Sri Lanka,22992,52.5,46.2,Sri Lanka,2158,5.2,rang15n19,6.7,Elderly,14.8
3175,BANGHOLME,England,882,38.4,15.7,England,214,14.6,rang15n19,2.8,Elderly,52.2
3177,DOVETON,India,9007,51.4,44.2,India,984,6.3,rang15n19,6.5,Elderly,13.8
3177,EUMEMMERRING,England,1956,51.1,41.2,England,138,4.1,rang15n19,7.4,Elderly,17.1
3178,ROWVILLE,England,35305,31.7,24.4,England,2274,3.4,rang15n19,8.5,Elderly,9.3
3179,SCORESBY,India,6169,33.4,25.8,India,396,3.4,rang15n19,6.9,Elderly,10.8
3180,KNOXFIELD,England,7451,29.1,20,England,698,5,rang15n19,6.6,Elderly,16.7
3181,WINDSOR,Greece,7797,35.8,23.3,Greece,558,4.5,rang15n19,1.7,Elderly,15.8
3181,PRAHRAN,England,12441,33,20.4,England,990,4.9,rang15n19,2.4,Elderly,11
3182,ST KILDA,England,19728,37.4,19.2,England,2020,6.4,rang15n19,2.1,Elderly,6.9
3182,ST KILDA WEST,England,3116,30,14,England,342,6.6,rang15n19,2.3,Elderly,8.7
3183,ST KILDA EAST,England,13375,34.7,21.9,England,822,3.5,rang15n19,4.6,Elderly,8.8
3183,BALACLAVA,India,5758,37.9,24.5,India,496,4.9,rang15n19,2.3,Elderly,7.9
3184,ELWOOD,England,15830,28.6,14.5,England,1516,5.7,rang15n19,2.7,Elderly,7
3185,ELSTERNWICK,England,10290,30.9,20.4,England,698,3.9,rang15n19,5,Elderly,14.2
3185,GARDENVALE,India,1007,34.1,25,India,84,4.6,rang15n19,2.7,Elderly,12.1
3185,RIPPONLEA,England,1585,32.2,22.7,England,102,3.6,rang15n19,2.8,Elderly,8.1
3186,BRIGHTON,England,22547,26.3,13.3,England,2498,6.3,rang15n19,6.3,Elderly,20.1
3187,BRIGHTON EAST,England,16675,27.7,16.3,England,1488,4.9,rang15n19,6.4,Elderly,19.7
3188,HAMPTON,England,13172,25.3,11.7,England,1728,7.3,rang15n19,6.7,Elderly,14.9
3188,HAMPTON EAST,England,4686,30.4,21.1,England,336,4,rang15n19,5.5,Elderly,14.9
3189,MOORABBIN,England,5591,34.1,25.5,England,358,3.6,rang15n19,5.1,Elderly,18.1
3190,HIGHETT,England,10796,28.4,18.2,England,886,4.6,rang15n19,4.9,Elderly,15.5
3191,SANDRINGHAM,England,9809,25.1,9.5,England,1468,8.2,rang15n19,6,Elderly,19.3
3192,CHELTENHAM,England,21311,27.6,18.1,England,1670,4.3,rang15n19,5.3,Elderly,19.5
3193,BEAUMARIS,England,13434,22.6,9.1,England,1838,7.3,rang15n19,7,Elderly,18.5
3193,BLACK ROCK,England,6218,22.5,9.5,England,804,7.2,rang15n19,5.5,Elderly,20.8
3194,MENTONE,England,12458,28,17,England,1134,5.1,rang15n19,5.6,Elderly,18.6
3195,MORDIALLOC,England,7982,26.2,14.8,England,880,6.1,rang15n19,5.3,Elderly,14
3195,ASPENDALE,England,6930,19.8,10,England,616,4.9,rang15n19,5.9,Elderly,14.6
3195,PARKDALE,England,11749,20.7,10.9,England,1084,5.1,rang15n19,5.9,Elderly,15
3195,ASPENDALE GARDENS,England,6889,31.4,22.4,England,544,4.3,rang15n19,8.3,Elderly,11.6
3195,WATERWAYS,China,2344,46,35.4,China,220,5.3,rang15n19,7,Elderly,3.8
3196,CHELSEA,England,7571,26.5,15.2,England,766,5.6,rang15n19,3.7,Elderly,19.9
3196,EDITHVALE,England,5711,20.1,9.2,England,594,5.7,rang15n19,5.4,Elderly,16.6
3196,BONBEACH,England,6026,24,12.5,England,646,6.1,rang15n19,4.1,Elderly,17.1
3196,CHELSEA HEIGHTS,England,5375,27.4,18.1,England,476,4.8,rang15n19,6.6,Elderly,11
3197,PATTERSON LAKES,England,7873,26.4,16.6,England,728,5.1,rang15n19,6.7,Elderly,15.2
3197,CARRUM,England,3734,22,10.6,England,428,6.4,rang15n19,5.1,Elderly,16
3198,SEAFORD,England,16732,22.4,10,England,1978,6.7,rang15n19,5.3,Elderly,16.2
3199,FRANKSTON,England,36194,25.5,12.3,England,4486,6.9,rang15n19,5.8,Elderly,16.5
3199,FRANKSTON SOUTH,England,18309,22.4,8.6,England,2906,8.6,rang15n19,7,Elderly,19.2
3200,FRANKSTON NORTH,England,5847,24,11.5,England,620,6,rang15n19,6.7,Elderly,17.8
3201,CARRUM DOWNS,England,19895,25.2,15,England,1598,4.5,rang15n19,7,Elderly,10.1
3202,HEATHERTON,England,2927,36.5,25,England,198,3.8,rang15n19,5,Elderly,10.7
3204,ORMOND,India,8139,37.7,30.6,India,1058,7.2,rang15n19,5.7,Elderly,10.1
3204,BENTLEIGH,England,15914,32.5,24,England,1044,3.6,rang15n19,6.4,Elderly,14.8
3204,MCKINNON,China,5926,30.5,21.7,China,366,3.4,rang15n19,7.1,Elderly,11.4
3205,SOUTH MELBOURNE,England,10622,36.4,23.4,England,882,5.1,rang15n19,3.1,Elderly,12.7
3206,ALBERT PARK,England,6394,26.4,14.7,England,594,5.3,rang15n19,2.9,Elderly,15.9
3206,MIDDLE PARK,England,4301,25.8,13,England,406,5.3,rang15n19,3.4,Elderly,16.5
3207,PORT MELBOURNE,England,15971,30,17.1,England,1596,5.9,rang15n19,2.5,Elderly,12.6
3214,CORIO,England,15433,21.6,14.9,England,1078,3.8,rang15n19,9.9,Elderly,12.5
3214,NORLANE,Croatia,8224,25.5,20.3,Croatia,400,2.7,rang15n19,7.1,Elderly,18.1
3214,NORTH SHORE,Netherlands,370,14.6,10,Netherlands,16,2.4,rang15n19,5.4,Elderly,17.2
3215,BELL PARK,Croatia,5436,34.3,31.1,Croatia,866,8.7,rang15n19,5.5,Elderly,24
3215,HAMLYN HEIGHTS,England,6218,16.8,12.2,England,274,2.4,rang15n19,6.2,Elderly,19.2
3215,BELL POST HILL,Croatia,5032,29.8,25.1,Croatia,406,4.4,rang15n19,6.3,Elderly,21.3
3215,NORTH GEELONG,Croatia,2441,27.5,22.5,Croatia,166,3.8,rang15n19,5.1,Elderly,22.4
3215,DRUMCONDRA,England,645,15.4,8.6,England,58,5.1,rang15n19,4.8,Elderly,18.3
3216,BELMONT,England,13952,14.8,8.1,England,858,3.3,rang15n19,5.6,Elderly,19.6
3216,GROVEDALE,England,14675,13.6,6.7,England,1088,4,rang15n19,6.2,Elderly,17.9
3216,HIGHTON,England,17516,17.9,9.9,England,1262,3.9,rang15n19,6.7,Elderly,17
3216,MARSHALL,England,1380,12.2,6.2,England,94,3.8,rang15n19,4.3,Elderly,31.2
3216,WANDANA HEIGHTS,England,2063,16.4,7.9,England,172,4.6,rang15n19,10,Elderly,9.7
3216,WAURN PONDS,England,3393,13.9,6.5,England,278,4.3,rang15n19,6.4,Elderly,5.9
3218,GEELONG WEST,England,6876,16.8,11.2,England,360,2.8,rang15n19,4.8,Elderly,11.5
3218,HERNE HILL,England,3445,11.2,6.6,England,166,2.7,rang15n19,6.1,Elderly,16.6
3218,MANIFOLD HEIGHTS,England,2641,12.6,7.4,England,96,1.9,rang15n19,6,Elderly,14.4
3219,NEWCOMB,England,4611,17.5,10.3,England,364,4.2,rang15n19,5.4,Elderly,22.9
3219,EAST GEELONG,England,3973,13.4,6.6,England,246,3.3,rang15n19,4.7,Elderly,11.8
3219,THOMSON,England,1595,16,7.9,England,148,5.2,rang15n19,5.5,Elderly,14.7
3219,WHITTINGTON,England,4258,13.9,7.9,England,284,3.7,rang15n19,6.7,Elderly,15.6
3219,BREAKWATER,England,1095,14.8,8.9,England,70,3.6,rang15n19,7.1,Elderly,20.2
3220,NEWTOWN,England,10033,13.3,7.4,England,588,3.2,rang15n19,7.4,Elderly,14.9
3220,GEELONG,England,4885,20.9,15,England,324,3.7,rang15n19,5.6,Elderly,16.4
