Suburb,year,price
SOMERS,2008,430500
SOMERVILLE,2008,300000
SORRENTO,2008,745000
SOUTH DUDLEY,2008,216000
SOUTH GEELONG,2008,310000
SOUTH KINGSVILLE,2008,495000
SOUTH MELBOURNE,2008,822500
SOUTH MORANG,2008,341500
SOUTH YARRA,2008,905500
SPOTSWOOD,2008,500000
SPRING GULLY,2008,247500
SPRINGVALE,2008,360000
SPRINGVALE SOUTH,2008,346500
ST ALBANS,2008,278000
ST ALBANS PARK,2008,250000
ST ANDREWS BEACH,2008,408000
ST ARNAUD,2008,120000
ST HELENA,2008,493000
ST KILDA,2008,810000
ST KILDA EAST,2008,837500
ST KILDA WEST,2008,1132500
ST LEONARDS,2008,290000
STANHOPE,2008,126500
STAWELL,2008,143000
STRATFORD,2008,185000
STRATHDALE,2008,266000
STRATHFIELDSAYE,2008,276500
STRATHMERTON,2008,125000
STRATHMORE,2008,715000
STRATHMORE HEIGHTS,2008,435000
STUDFIELD,2008,410000
SUNBURY,2008,261000
SUNDERLAND BAY,2008,267500
SUNSET STRIP,2008,231000
SUNSHINE,2008,340000
SUNSHINE NORTH,2008,320000
SUNSHINE WEST,2008,300000
SURF BEACH,2008,271000
SURREY HILLS,2008,930000
SWAN HILL,2008,210000
SYDENHAM,2008,315000
SYNDAL,2008,693000
TALLANGATTA,2008,165000
TANGAMBALANGA,2008,235000
TARNEIT,2008,298000
TATURA,2008,200000
TAWONGA SOUTH,2008,242500
TAYLORS HILL,2008,345500
TAYLORS LAKES,2008,395000
TECOMA,2008,368000
TEMPLESTOWE,2008,700000
TEMPLESTOWE LOWER,2008,585000
TERANG,2008,163000
THE BASIN,2008,340000
THE PATCH,2008,415000
THOMASTOWN,2008,323000
THOMSON (GEELONG),2008,205000
THORNBURY,2008,570000
TIMBOON,2008,163500
TONGALA,2008,179000
TOONGABBIE,2008,196000
TOORA,2008,150000
TOORADIN,2008,308500
TOORAK,2008,2610000
TOOTGAROOK,2008,311500
TORQUAY,2008,492000
TRAFALGAR,2008,205500
TRARALGON,2008,225000
TRARALGON EAST,2008,337500
TRAVANCORE,2008,468500
TRENTHAM,2008,245000
TRUGANINA,2008,301000
TULLAMARINE,2008,332500
TUNGAMAH,2008,150000
TYABB,2008,270000
UPPER FERNTREE GULLY,2008,365000
UPWEY,2008,345000
VENTNOR,2008,365000
VENUS BAY,2008,217000
VERMONT,2008,455500
VERMONT SOUTH,2008,570000
VIEWBANK,2008,484000
VIOLET TOWN,2008,175000
WAHGUNYAH,2008,200000
WALLAN,2008,269000
WALLAN EAST,2008,225000
WANDANA HEIGHTS,2008,470000
WANDIN NORTH,2008,284500
WANGARATTA,2008,215000
WANTIRNA,2008,430000
WANTIRNA SOUTH,2008,486000
WARBURTON,2008,250000
WARNEET,2008,223500
WARRACKNABEAL,2008,97000
WARRAGUL,2008,241500
WARRANDYTE,2008,533000
WARRANWOOD,2008,525000
WARRNAMBOOL,2008,295000
WATERWAYS,2008,580000
WATSONIA,2008,400000
WATSONIA NORTH,2008,395000
WATTLE GLEN,2008,440000
WAURN PONDS,2008,375000
WEDDERBURN,2008,95000
WENDOUREE,2008,196000
WENDOUREE WEST,2008,125000
WERRIBEE,2008,240000
WERRIBEE SOUTH,2008,347000
WESBURN,2008,260000
WEST FOOTSCRAY,2008,433500
WEST MELBOURNE,2008,560000
WEST WODONGA,2008,255000
WESTALL,2008,429000
WESTGARTH,2008,643000
WESTMEADOWS,2008,295000
WHEELERS HILL,2008,545500
WHITE HILLS,2008,202500
WHITTINGTON,2008,210000
WHITTLESEA,2008,318000
WILLIAMS LANDING,2008,329000
WILLIAMSTOWN,2008,749000
WILLIAMSTOWN NORTH,2008,498500
WIMBLEDON HEIGHTS,2008,252500
WINCHELSEA,2008,196000
WINDSOR,2008,731500
WINTER VALLEY,2008,284000
WODONGA,2008,242000
WOLLERT,2008,-
WONGA PARK,2008,505000
WONTHAGGI,2008,227500
WOODEND,2008,339000
WOOLAMAI WATERS,2008,271000
WOORI YALLOCK,2008,257000
WURRUK,2008,225000
WY YUNG,2008,280000
WYCHEPROOF,2008,91000
WYE RIVER,2008,454000
WYNDHAM VALE,2008,233000
YACKANDANDAH,2008,220000
YALLAMBIE,2008,410000
YALLOURN NORTH,2008,125000
YARRA GLEN,2008,315000
YARRA JUNCTION,2008,308500
YARRAGON,2008,185000
YARRAM,2008,178500
YARRAVILLE,2008,510000
YARRAWONGA,2008,273000
YEA,2008,225000
YINNAR,2008,197500
ABBOTSFORD,2009,638500
ABERFELDIE,2009,775000
AIREYS INLET,2009,512500
AIRPORT WEST,2009,455000
ALBANVALE,2009,280000
ALBERT PARK,2009,1050000
ALBION,2009,349000
ALEXANDRA,2009,220000
ALFREDTON,2009,300000
ALLANSFORD,2009,242500
ALPHINGTON,2009,832500
ALTONA,2009,499000
ALTONA EAST,2009,435000
ALTONA MEADOWS,2009,346500
ALTONA NORTH,2009,417000
ANGLESEA,2009,516500
APOLLO BAY,2009,430000
ARARAT,2009,159500
ARDEER,2009,312000
ARMADALE,2009,1605000
ARMSTRONG CREEK,2009,-
ARTHURS SEAT,2009,410000
ASCOT (BENDIGO),2009,279000
ASCOT VALE,2009,622500
ASHBURTON,2009,787500
ASHWOOD,2009,640000
ASPENDALE,2009,547500
ASPENDALE GARDENS,2009,497500
ATTWOOD,2009,485000
AVENEL,2009,212500
AVOCA,2009,133000
AVONDALE HEIGHTS,2009,460000
AVONSLEIGH,2009,309000
BACCHUS MARSH,2009,278000
BADGER CREEK,2009,266500
BAIRNSDALE,2009,219000
BALACLAVA,2009,750000
BALCOMBE,2009,539000
BALLAN,2009,250000
BALLARAT CENTRAL,2009,251000
BALLARAT EAST,2009,206000
BALLARAT NORTH,2009,230000
BALNARRING,2009,388500
BALNARRING BEACH,2009,710000
BALWYN,2009,1278500
BALWYN NORTH,2009,980000
BANDIANA,2009,365000
BANNOCKBURN,2009,301500
BARANDUDA,2009,312000
BARWON HEADS,2009,500000
BAXTER,2009,280000
BAYSWATER,2009,370000
BAYSWATER NORTH,2009,371500
BEACONSFIELD,2009,415000
BEACONSFIELD UPPER,2009,373500
BEAUFORT,2009,167500
BEAUMARIS,2009,918500
BEECHWORTH,2009,250000
BELGRAVE,2009,370000
BELGRAVE HEIGHTS,2009,363500
BELGRAVE SOUTH,2009,340000
BELL PARK,2009,256500
BELL POST HILL,2009,273500
BELLBRIDGE,2009,290000
BELLFIELD (GREATER MELBOURNE),2009,459500
BELMONT,2009,290000
BENALLA,2009,210000
BENDIGO,2009,235000
BENTLEIGH,2009,742500
BENTLEIGH EAST,2009,630500
BERWICK,2009,382500
BEVERIDGE,2009,266500
BIRCHIP,2009,62000
BIRREGURRA,2009,250000
BITTERN,2009,302000
BLACK HILL,2009,243500
BLACK ROCK,2009,1236500
BLACKBURN,2009,700000
BLACKBURN NORTH,2009,540000
BLACKBURN SOUTH,2009,545000
BLACKWOOD,2009,261500
BLAIRGOWRIE,2009,520000
BLIND BIGHT,2009,321000
BONBEACH,2009,505000
BONNIE DOON,2009,182500
BOOLARRA,2009,172000
BOORT,2009,106000
BORONIA,2009,380000
BOTANIC RIDGE,2009,472500
BOX HILL,2009,780000
BOX HILL NORTH,2009,602500
BOX HILL SOUTH,2009,601000
BRAYBROOK,2009,375000
BREAKWATER,2009,227000
BRIAGOLONG,2009,180000
BRIAR HILL,2009,450000
BRIDGEWATER ON LODDON,2009,160000
BRIGHT,2009,297500
BRIGHTON,2009,1685000
BRIGHTON EAST,2009,1070000
BROADFORD,2009,223000
BROADMEADOWS,2009,320000
BROOKFIELD,2009,307500
BROOKLYN,2009,400000
BROWN HILL,2009,228000
BRUNSWICK,2009,605000
BRUNSWICK EAST,2009,630000
BRUNSWICK WEST,2009,600000
BULLEEN,2009,640000
BUNDALONG,2009,430000
BUNDOORA,2009,413000
BUNINYONG,2009,270000
BUNYIP,2009,282500
BURNLEY,2009,757500
BURNSIDE,2009,345000
BURNSIDE HEIGHTS,2009,350000
BURWOOD,2009,658000
BURWOOD EAST,2009,570000
CAIRNLEA,2009,390000
CALIFORNIA GULLY,2009,209000
CAMBERWELL,2009,1151000
CAMPBELLFIELD,2009,320000
CAMPBELLS CREEK,2009,247500
CAMPERDOWN,2009,177000
CANADIAN,2009,253000
CANTERBURY,2009,1675000
CAPE PATERSON,2009,312000
CAPE SCHANCK,2009,520000
CARDIGAN VILLAGE,2009,223500
CARISBROOK,2009,151000
CARLTON,2009,631500
CARLTON NORTH,2009,785000
CARNEGIE,2009,776000
CAROLINE SPRINGS,2009,364000
CARRUM,2009,435000
CARRUM DOWNS,2009,297000
CASTERTON,2009,101500
CASTLEMAINE,2009,255000
CAULFIELD,2009,926000
CAULFIELD EAST,2009,818000
CAULFIELD NORTH,2009,1180000
CAULFIELD SOUTH,2009,850000
CHADSTONE,2009,570000
CHARLTON,2009,89000
CHELSEA,2009,470000
CHELSEA HEIGHTS,2009,405500
CHELTENHAM,2009,583500
CHELTENHAM EAST,2009,533000
CHELTENHAM NORTH,2009,550000
CHEWTON,2009,220000
CHILTERN,2009,227000
CHIRNSIDE PARK,2009,403500
CHUM CREEK,2009,290000
CHURCHILL,2009,150000
CLARINDA,2009,476000
CLAYTON,2009,557500
CLAYTON NORTH,2009,580000
CLAYTON SOUTH,2009,463000
CLIFTON HILL,2009,715000
CLIFTON SPRINGS,2009,278000
CLUNES,2009,164000
CLYDE,2009,340000
CLYDE NORTH,2009,530000
COBDEN,2009,180000
COBRAM,2009,225000
COBURG,2009,530000
COBURG EAST,2009,469000
COBURG NORTH,2009,453000
COCKATOO,2009,290000
COHUNA,2009,161500
COLAC,2009,205000
COLDSTREAM,2009,338500
COLERAINE,2009,120000
COLLINGWOOD,2009,600500
CONNEWARRE,2009,690000
COOLAROO,2009,265000
COONANS HILL,2009,566000
CORINELLA,2009,277000
CORIO,2009,196500
CORONET BAY,2009,205000
CORRYONG,2009,142500
COWES,2009,355000
COWES WEST,2009,277500
CRAIGIEBURN,2009,327000
CRANBOURNE,2009,280000
CRANBOURNE EAST,2009,329000
CRANBOURNE NORTH,2009,320000
CRANBOURNE WEST,2009,282000
CREMORNE,2009,682000
CRESWICK,2009,196500
CRIB POINT,2009,275000
CROYDON,2009,396500
CROYDON HILLS,2009,475500
CROYDON NORTH,2009,467000
CROYDON SOUTH,2009,391000
CURLEWIS,2009,220000
DALLAS,2009,290000
DANDENONG,2009,345500
DANDENONG NORTH,2009,340000
DARLEY,2009,257500
DAYLESFORD,2009,290000
DEEPDENE,2009,1780000
DEER PARK,2009,306500
DELACOMBE,2009,263500
DELAHEY,2009,310000
DENNINGTON,2009,280000
DERRIMUT,2009,368500
DIAMOND CREEK,2009,440500
DIGGERS REST,2009,240000
DIMBOOLA,2009,92500
DINGLEY VILLAGE,2009,469500
DINNER PLAIN,2009,455000
DON VALLEY,2009,387000
DONALD,2009,92500
DONCASTER,2009,685000
DONCASTER EAST,2009,628500
DONVALE,2009,603000
DOREEN,2009,375000
DOVETON,2009,270000
DROMANA,2009,385000
DROUIN,2009,243000
DRUMCONDRA,2009,514000
DRYSDALE,2009,306000
DUNKELD,2009,210000
DUNOLLY,2009,132500
EAGLE POINT,2009,239000
EAGLEHAWK,2009,215000
EAGLEMONT,2009,1453500
EAST BAIRNSDALE,2009,195000
EAST BENDIGO,2009,225500
EAST GEELONG,2009,334000
EAST MELBOURNE,2009,1510000
EAST WARBURTON,2009,250000
EASTWOOD,2009,310000
ECHUCA,2009,255000
EDENHOPE,2009,83000
EDITHVALE,2009,485000
EILDON,2009,176000
ELLIMINYT,2009,256500
ELMORE,2009,162000
ELSTERNWICK,2009,985000
ELTHAM,2009,522000
ELTHAM NORTH,2009,499500
ELWOOD,2009,1110000
EMERALD,2009,372500
ENDEAVOUR HILLS,2009,355000
EPPING,2009,342000
EPSOM,2009,260000
ESSENDON,2009,780000
ESSENDON NORTH,2009,651000
ESSENDON WEST,2009,680000
EUMEMMERRING,2009,320000
EUREKA,2009,241000
EUROA,2009,170000
EYNESBURY,2009,525000
FAIRFIELD,2009,677500
FAIRHAVEN,2009,725000
FAWKNER,2009,381500
FERNTREE GULLY,2009,379500
FERNY CREEK,2009,475000
FINGAL,2009,520000
FITZROY,2009,780000
FITZROY NORTH,2009,740000
FIVEWAYS,2009,320000
FLEMINGTON,2009,580500
FLINDERS,2009,655000
FLORA HILL,2009,225000
FOOTSCRAY,2009,505000
FOREST HILL,2009,503000
FORREST,2009,260000
FOSTER,2009,222000
FRANKSTON,2009,315000
FRANKSTON NORTH,2009,237000
FRANKSTON SOUTH,2009,453000
GARDEN CITY,2009,900000
GARFIELD,2009,275000
GEELONG,2009,382000
GEELONG WEST,2009,345000
GEMBROOK,2009,300000
GISBORNE,2009,361000
GLADSTONE PARK,2009,354000
GLEN HUNTLY,2009,835500
GLEN IRIS,2009,1007000
GLEN WAVERLEY,2009,660000
GLENGARRY,2009,225000
GLENROY,2009,420000
GOLDEN BEACH,2009,152500
GOLDEN POINT (BALLARAT),2009,210000
GOLDEN SQUARE,2009,223000
GORDON,2009,262500
GOUGHS BAY,2009,183000
GOWANBRAE,2009,450000
GRANTVILLE,2009,218000
GREEN LAKE,2009,230000
GREENSBOROUGH,2009,440000
GREENVALE,2009,476000
GROVEDALE,2009,292000
HADFIELD,2009,418500
HALLAM,2009,329000
HALLS GAP,2009,230000
HAMILTON,2009,190000
HAMLYN HEIGHTS,2009,295000
HAMPTON,2009,1100000
HAMPTON EAST,2009,654500
HAMPTON PARK,2009,295000
HARCOURT,2009,214000
HARKAWAY,2009,389000
HASTINGS,2009,300000
HASTINGS WEST,2009,229500
HAWTHORN,2009,1159500
HAWTHORN EAST,2009,1128500
HEALESVILLE,2009,312500
HEATHCOTE,2009,190000
HEATHERTON,2009,569000
HEATHMONT,2009,435000
HEIDELBERG,2009,682000
HEIDELBERG HEIGHTS,2009,460500
HEIDELBERG WEST,2009,372000
HEPBURN,2009,315000
HEPBURN SPRINGS,2009,343500
HERNE HILL,2009,280000
HEYFIELD,2009,155000
HEYWOOD,2009,149000
HIGHETT,2009,647500
HIGHTON,2009,385000
HILLSIDE (MELTON),2009,355000
HOPETOUN,2009,73500
HOPPERS CROSSING,2009,283000
HORSHAM,2009,175500
HUGHESDALE,2009,671000
HUNTINGDALE,2009,560000
HUNTLY,2009,261000
HURSTBRIDGE,2009,402000
INDENTED HEAD,2009,321500
INGLEWOOD,2009,130000
INVERLEIGH,2009,235000
INVERLOCH,2009,379000
INVERMAY PARK,2009,305000
IRONBARK,2009,226500
IRYMPLE,2009,215000
IVANHOE,2009,791000
IVANHOE EAST,2009,958000
JACANA,2009,315000
JACKASS FLAT,2009,262000
JAMIESON,2009,193500
JAN JUC,2009,467000
JEERALANG NORTH,2009,161500
JEPARIT,2009,66500
JOLIMONT,2009,2180000
JUNCTION VILLAGE,2009,276500
JUNORTOUN,2009,431500
KALIMNA,2009,266500
KALLISTA,2009,410000
KALORAMA,2009,350000
KANGAROO FLAT,2009,233000
KANGAROO GROUND SOUTH,2009,515000
KANIVA,2009,96000
KEALBA,2009,313500
KEILOR,2009,510000
KEILOR DOWNS,2009,370000
KEILOR EAST,2009,454000
KEILOR LODGE,2009,415000
KEILOR PARK,2009,407500
KENNINGTON,2009,263000
KENSINGTON,2009,570000
KERANG,2009,147500
KEW,2009,1365000
KEW EAST,2009,932000
KEW NORTH,2009,940000
KEYSBOROUGH,2009,375000
KIALLA,2009,320000
KILCUNDA,2009,292500
KILLARA (WODONGA),2009,212500
KILMORE,2009,273500
KILSYTH,2009,367500
KILSYTH SOUTH,2009,437000
KINGLAKE,2009,265000
KINGS PARK,2009,285000
KINGSBURY,2009,422000
KINGSVILLE,2009,543500
KNOXFIELD,2009,420000
KOO WEE RUP,2009,280000
KOONDROOK,2009,139000
KOROIT,2009,210000
KORUMBURRA,2009,215000
KURUNJANG,2009,242000
KYABRAM,2009,195000
KYNETON,2009,268500
LAKE BOGA,2009,149000
LAKE GARDENS,2009,350000
LAKE TYERS BEACH,2009,235000
LAKE WENDOUREE,2009,404000
LAKES ENTRANCE,2009,260000
LALOR,2009,335000
LANCEFIELD,2009,260500
LANG LANG,2009,254000
LANGWARRIN,2009,331500
LARA,2009,282000
LARA LAKE,2009,303000
LAUNCHING PLACE,2009,284000
LAVERTON,2009,310000
LAVERTON SOUTH,2009,355000
LENEVA,2009,324000
LEONGATHA,2009,253000
LEOPOLD,2009,309000
LILYDALE,2009,390000
LINDENOW,2009,123500
LINTON,2009,175000
LISMORE,2009,110000
LOCH SPORT,2009,151000
LOCKINGTON,2009,124000
LONG GULLY,2009,180000
LONGWARRY,2009,246500
LORNE,2009,752500
LOVELY BANKS,2009,353500
LOWER PLENTY,2009,559000
LUCAS,2009,-
LUCKNOW,2009,227500
LYNBROOK,2009,380000
LYNDHURST,2009,357000
LYSTERFIELD,2009,496000
LYSTERFIELD SOUTH,2009,808000
MACEDON,2009,393000
MACLEOD,2009,480000
MADDINGLEY,2009,258000
MAFFRA,2009,200000
MAIDEN GULLY,2009,336500
MAIDSTONE,2009,460000
MALDON,2009,245000
MALLACOOTA,2009,272500
MALMSBURY,2009,247500
MALVERN,2009,1550000
MALVERN EAST,2009,951000
MANIFOLD HEIGHTS,2009,410500
MANOR LAKES,2009,311500
MANSFIELD,2009,250000
MARIBYRNONG,2009,607500
MARONG,2009,219000
MARSHALL,2009,298500
MARYBOROUGH,2009,152000
MARYSVILLE,2009,240000
MCCRAE,2009,424000
MCKENZIE HILL,2009,306000
MCKINNON,2009,869000
MEADOW HEIGHTS,2009,300000
MELTON,2009,218000
MELTON SOUTH,2009,218000
MELTON WEST,2009,265000
MENTONE,2009,590000
MENZIES CREEK,2009,343000
MERBEIN,2009,151000
MERINDA PARK,2009,277000
MERNDA,2009,350000
MERRICKS BEACH,2009,630000
METUNG,2009,260000
MICKLEHAM,2009,-
MIDDLE PARK,2009,1300000
MILDURA,2009,205000
MILL PARK,2009,366000
MILLGROVE,2009,216500
MINERS REST,2009,280000
MINYIP,2009,86500
MIRBOO NORTH,2009,227500
MITCHAM,2009,506000
MITCHELL PARK,2009,229000
MOE,2009,135000
MOGGS CREEK,2009,607500
MONBULK,2009,325500
MONT ALBERT,2009,1068500
MONT ALBERT NORTH,2009,795000
MONTMORENCY,2009,474000
MONTROSE,2009,387000
MOONEE PONDS,2009,678500
MOORABBIN,2009,587500
MOOROOLBARK,2009,370000
MOOROOPNA,2009,205000
MORDIALLOC,2009,568000
MORNINGTON,2009,426000
MORTLAKE,2009,156000
MORWELL,2009,140000
MOUNT BEAUTY,2009,180000
MOUNT CLEAR,2009,235500
MOUNT DANDENONG,2009,450000
MOUNT DUNEED,2009,-
MOUNT ELIZA,2009,621500
MOUNT EVELYN,2009,340000
MOUNT HELEN,2009,307500
MOUNT MACEDON,2009,460000
MOUNT MARTHA,2009,605500
MOUNT PLEASANT,2009,211000
MOUNT WAVERLEY,2009,690000
MULGRAVE,2009,477500
MURCHISON,2009,166500
MURRUMBEENA,2009,755500
MURTOA,2009,92500
MYRTLEFORD,2009,194000
NAGAMBIE,2009,210500
NARRE WARREN,2009,321500
NARRE WARREN NORTH,2009,664000
NARRE WARREN SOUTH,2009,360500
NATHALIA,2009,165000
NEERIM SOUTH,2009,262500
NERRINA,2009,300000
NEW GISBORNE,2009,368000
NEWBOROUGH,2009,173000
NEWCOMB,2009,228000
NEWINGTON,2009,253500
NEWLANDS ARM,2009,280000
NEWPORT,2009,555000
NEWSTEAD,2009,197500
NEWTOWN (GEELONG),2009,405500
NHILL,2009,124000
NIDDRIE,2009,595000
NOBLE PARK,2009,350000
NOBLE PARK NORTH,2009,350000
NORLANE,2009,160000
NORTH BENDIGO,2009,206000
NORTH GEELONG,2009,255000
NORTH MELBOURNE,2009,610000
NORTH WONTHAGGI,2009,262500
NORTHCOTE,2009,665500
NOTTING HILL,2009,485000
NUMURKAH,2009,173000
NUNAWADING,2009,507000
NYAH WEST,2009,89000
NYORA,2009,182500
OAK PARK,2009,500000
OAKLEIGH,2009,618000
OAKLEIGH EAST,2009,551000
OAKLEIGH SOUTH,2009,533500
OCEAN GROVE,2009,387500
OFFICER,2009,340000
OLINDA,2009,378500
ORBOST,2009,155000
ORMOND,2009,805500
OSBORNE,2009,422500
OUYEN,2009,110000
PAKENHAM,2009,305000
PARADISE BEACH,2009,170000
PARK ORCHARDS,2009,814000
PARKDALE,2009,622500
PARKVILLE,2009,1300000
PASCOE VALE,2009,502000
PASCOE VALE SOUTH,2009,550000
PATTERSON GARDENS,2009,523000
PATTERSON LAKES,2009,530000
PAYNESVILLE,2009,276500
PEARCEDALE,2009,328000
PENSHURST,2009,142500
PETERBOROUGH,2009,267500
PIONEER BAY,2009,184500
PLENTY,2009,715000
PLUMPTON,2009,390000
POINT COOK,2009,399000
POINT LONSDALE,2009,555000
POREPUNKAH,2009,257500
PORT FAIRY,2009,331500
PORT MELBOURNE,2009,845000
PORTARLINGTON,2009,345000
PORTLAND,2009,195000
PORTLAND NORTH,2009,225000
PORTSEA,2009,1075000
PRAHRAN,2009,855000
PRESTON,2009,515000
PRINCES HILL,2009,871000
QUARRY HILL,2009,259000
QUEENSCLIFF,2009,580000
RAINBOW,2009,69000
RAYMOND ISLAND,2009,242000
RED CLIFFS,2009,145000
RED HILL,2009,519000
REDAN,2009,195000
RESEARCH,2009,530000
RESERVOIR,2009,426500
RHYLL,2009,387500
RICHMOND,2009,705000
RIDDELLS CREEK,2009,315000
RINGWOOD,2009,455000
RINGWOOD EAST,2009,440500
RINGWOOD NORTH,2009,489000
RIPPLESIDE,2009,390000
RIPPONLEA,2009,775000
ROBINVALE,2009,186500
ROCHESTER,2009,175000
ROCKBANK,2009,215000
ROMSEY,2009,302500
ROSANNA,2009,588000
ROSEBUD,2009,310000
ROSEBUD SOUTH,2009,347500
ROSEBUD WEST,2009,305000
ROSEDALE,2009,165000
ROWVILLE,2009,467000
ROXBURGH PARK,2009,340000
RUPANYUP,2009,54500
RUSHWORTH,2009,150000
RUTHERGLEN,2009,176000
RYE,2009,380000
SAFETY BEACH,2009,406500
SAILORS GULLY,2009,192500
SALE,2009,250000
SAN REMO,2009,362000
SANCTUARY LAKES,2009,456500
SANDHURST,2009,353500
SANDRINGHAM,2009,1027000
SANDY POINT,2009,300000
SASSAFRAS,2009,427500
SCORESBY,2009,396000
SEA LAKE,2009,65000
SEABROOK,2009,350000
SEAFORD,2009,355000
SEAHOLME,2009,663000
SEASPRAY,2009,145000
SEBASTOPOL,2009,212000
SEDDON,2009,515000
SELBY,2009,385000
SEVILLE,2009,335500
SEVILLE EAST,2009,317500
SEYMOUR,2009,185000
SHEPPARTON,2009,229000
SHOREHAM,2009,652000
SILVAN,2009,310000
SILVERLEAVES,2009,390000
SKENES CREEK,2009,450000
SKYE,2009,330000
SMITHS BEACH,2009,325000
SOLDIERS HILL,2009,227500
SOMERS,2009,497500
SOMERVILLE,2009,325500
SORRENTO,2009,680000
SOUTH DUDLEY,2009,210000
SOUTH GEELONG,2009,384500
SOUTH KINGSVILLE,2009,509000
SOUTH MELBOURNE,2009,918500
SOUTH MORANG,2009,362500
SOUTH YARRA,2009,1100000
SPOTSWOOD,2009,507000
SPRING GULLY,2009,295500
SPRINGVALE,2009,407500
SPRINGVALE SOUTH,2009,371000
ST ALBANS,2009,310000
ST ALBANS PARK,2009,266000
ST ANDREWS BEACH,2009,522500
ST ARNAUD,2009,125000
ST HELENA,2009,490500
ST KILDA,2009,804500
ST KILDA EAST,2009,857000
ST KILDA WEST,2009,1360000
ST LEONARDS,2009,285000
STANHOPE,2009,133000
STAWELL,2009,145000
STRATFORD,2009,230000
STRATHDALE,2009,295000
STRATHFIELDSAYE,2009,305000
STRATHMERTON,2009,150000
STRATHMORE,2009,738000
STRATHMORE HEIGHTS,2009,466500
STUDFIELD,2009,428500
SUNBURY,2009,297000
SUNDERLAND BAY,2009,257000
SUNSET STRIP,2009,250000
SUNSHINE,2009,388000
SUNSHINE NORTH,2009,360000
SUNSHINE WEST,2009,344000
SURF BEACH,2009,289000
SURREY HILLS,2009,1007500
SWAN HILL,2009,235500
SYDENHAM,2009,366500
SYNDAL,2009,760000
TALLANGATTA,2009,181000
TANGAMBALANGA,2009,220000
TARNEIT,2009,325000
TATURA,2009,195000
TAWONGA SOUTH,2009,245000
TAYLORS HILL,2009,375500
TAYLORS LAKES,2009,420000
TECOMA,2009,375000
TEMPLESTOWE,2009,722500
TEMPLESTOWE LOWER,2009,630000
TERANG,2009,153500
THE BASIN,2009,370000
THE PATCH,2009,390000
THOMASTOWN,2009,350000
THOMSON (GEELONG),2009,215000
THORNBURY,2009,602500
TIMBOON,2009,202500
TONGALA,2009,158500
TOONGABBIE,2009,221000
TOORA,2009,155000
TOORADIN,2009,320000
TOORAK,2009,2710000
TOOTGAROOK,2009,315000
TORQUAY,2009,475000
TRAFALGAR,2009,216000
TRARALGON,2009,230000
TRARALGON EAST,2009,380000
TRAVANCORE,2009,640000
TRENTHAM,2009,237500
TRUGANINA,2009,320000
TULLAMARINE,2009,380000
TUNGAMAH,2009,124000
TYABB,2009,291500
UPPER FERNTREE GULLY,2009,350000
UPWEY,2009,380500
VENTNOR,2009,383500
VENUS BAY,2009,238000
VERMONT,2009,520000
VERMONT SOUTH,2009,590000
VIEWBANK,2009,520500
VIOLET TOWN,2009,180000
WAHGUNYAH,2009,190000
WALLAN,2009,288000
WALLAN EAST,2009,230000
WANDANA HEIGHTS,2009,460000
WANDIN NORTH,2009,335000
WANGARATTA,2009,228000
WANTIRNA,2009,455500
WANTIRNA SOUTH,2009,533000
WARBURTON,2009,259000
WARNEET,2009,275000
WARRACKNABEAL,2009,90000
WARRAGUL,2009,247500
WARRANDYTE,2009,575000
WARRANWOOD,2009,555000
WARRNAMBOOL,2009,295000
WATERWAYS,2009,535000
WATSONIA,2009,431000
WATSONIA NORTH,2009,435000
WATTLE GLEN,2009,450000
WAURN PONDS,2009,372500
WEDDERBURN,2009,70000
WENDOUREE,2009,205000
WENDOUREE WEST,2009,163500
WERRIBEE,2009,263500
WERRIBEE SOUTH,2009,420000
WESBURN,2009,278000
WEST FOOTSCRAY,2009,473500
WEST MELBOURNE,2009,730000
WEST WODONGA,2009,265000
WESTALL,2009,410000
WESTGARTH,2009,765000
WESTMEADOWS,2009,345000
WHEELERS HILL,2009,615000
WHITE HILLS,2009,220000
WHITTINGTON,2009,207500
WHITTLESEA,2009,330000
WILLIAMS LANDING,2009,355000
WILLIAMSTOWN,2009,800000
WILLIAMSTOWN NORTH,2009,500000
WIMBLEDON HEIGHTS,2009,260000
WINCHELSEA,2009,206000
WINDSOR,2009,779500
WINTER VALLEY,2009,276000
WODONGA,2009,240000
WOLLERT,2009,403000
WONGA PARK,2009,667000
WONTHAGGI,2009,250000
WOODEND,2009,339000
WOOLAMAI WATERS,2009,280000
WOORI YALLOCK,2009,278000
WURRUK,2009,223000
WY YUNG,2009,269000
WYCHEPROOF,2009,115000
WYE RIVER,2009,635000
WYNDHAM VALE,2009,260000
YACKANDANDAH,2009,225000
YALLAMBIE,2009,442500
YALLOURN NORTH,2009,120000
YARRA GLEN,2009,365000
YARRA JUNCTION,2009,284000
YARRAGON,2009,196500
YARRAM,2009,180000
YARRAVILLE,2009,541000
YARRAWONGA,2009,277500
YEA,2009,217000
YINNAR,2009,183000
ABBOTSFORD,2010,700000
ABERFELDIE,2010,1046500
AIREYS INLET,2010,606000
AIRPORT WEST,2010,570000
ALBANVALE,2010,320000
ALBERT PARK,2010,1155000
ALBION,2010,440000
ALEXANDRA,2010,230000
ALFREDTON,2010,316000
ALLANSFORD,2010,250500
